GEO_ID,NAME,NAICS,NAICS_LABEL,EAGE,EAGE_LABEL,YEAR,FIRM,ESTAB,EMP,ESTABS_ENTRY,ESTABS_ENTRY_RATE,ESTABS_EXIT,ESTABS_EXIT_RATE,NET_JOB_CREATION,NET_JOB_CREATION_RATE,REALLOCATION_RATE,FIRMDEATH_FIRMS,FIRMDEATH_ESTABS,FIRMDEATH_EMP
0400000US30,Montana,31-33,Manufacturing,110,26+ years,1996,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,1997,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,1998,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,1999,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2000,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2001,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2002,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2003,21,21,866,0,0, ,,-77,-8.518,4.646, ,,
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2004,31,31,1080,0,0, ,,49,4.651,7.594, ,,
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2005,53,54,1563,3,5.714,0,0,5,0.321,8.205,0,0,0
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2006,66,67,2890, ,,9,12.676,138,4.887,12.181,8,8,19
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2007,78,80,3196,0,0,3,3.681,2,0.063,10.003, ,,
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2008,82,85,3266, ,,3,3.488,37,1.139,14.651, ,,
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2009,86,89,2926, ,,13,13.684,-793,-23.81,2.943,7,7,32
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2010,98,101,2742, ,,4,3.902,-510,-16.952,12.431,3,3,13
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2011,108,111,3144, ,,6,5.286,197,6.476,15.187,5,5,20
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2012,116,119,2726,3,2.5,5,4.167,-527,-17.535,16.836, ,,
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2013,127,129,2724, ,,8,6.061,-350,-12.079,12.355,6,6,174
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2014,137,143,3617, ,,7,4.795,211,6.023,12.446,5,5,12
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2015,149,155,3589,4,2.524,11,6.94,-150,-4.097,12.454,10,10,73
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2016,167,173,3832,0,0,5,2.849,-138,-3.543,10.68,3,3,10
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2017,176,181,3919,3,1.622,11,5.946,-101,-2.551,14.044,6,6,21
0400000US30,Montana,31-33,Manufacturing,110,26+ years,2018,190,193,4326,4,2.03,12,6.091,-174,-3.938,16.884,8,8,36
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1978,484,518,16435,9,1.648,65,11.905,852,5.325,21.485,46,46,308
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1979,440,471,15790,9,1.861,34,7.032,-512,-3.19,18.042,27,28,437
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1980,396,425,14465,5,1.12,48,10.75,-1415,-9.338,12.249,33,33,506
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1981,370,397,13230,8,1.954,33,8.059,-1101,-7.992,11.716,21,21,93
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1982,349,378,11446,4,1.03,25,6.435,-1675,-13.623,10.996,19,19,109
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1983,337,362,11631,5,1.355,19,5.149,295,2.572,22.789,14,14,66
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1984,321,344,11926,5,1.42,21,5.966,286,2.429,20.177,12,12,64
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1985,298,318,10147,3,0.905,30,9.05,-1718,-15.567,11.399,14,14,115
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1986,279,299,10110,3,0.974,21,6.818,-427,-4.14,9.753,14,14,89
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1987,266,284,9088,6,2.062,20,6.873,-991,-10.364,14.39,10,10,177
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1988,261,273,8414,6,2.143,20,7.143,-862,-9.797,17.457,9,9,116
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1989,250,262,8242,5,1.869,16,5.981,-171,-2.053,14.001,10,10,48
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1990,239,249,8185,3,1.174,16,6.262,-62,-0.755,16.833,11,11,31
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1991,235,244,7073,3,1.205,13,5.221,-1054,-13.857,15.146,10,10,54
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1992,222,230,7620,3,1.279,12,5.117,645,8.844,18.977,8,8,86
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1993,208,216,7624, ,,14,6.292,-3,-0.039,16.621,12,12,71
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1994,205,212,6931, ,,8,3.712,-770,-10.508,10.126,4,4,39
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1995,202,209,6768, ,,5,2.37,-167,-2.438,10.569,3,3,46
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1996,195,202,6254, ,,7,3.423,-291,-4.546,10.436,7,7,163
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1997,186,193,6582, ,,13,6.533,173,2.666,18.064,10,10,102
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1998,177,184,6780, ,,13,6.842,94,1.398,10.232,10,10,69
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,1999,177,183,6610,3,1.635,4,2.18,-149,-2.226,10.188,3,3,10
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2000,167,172,6543, ,,11,6.215,-91,-1.384,12.804,8,8,48
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2001,164,169,6506, ,,8,4.651,-94,-1.434,17.639,8,8,48
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2002,139,144,5804,0,0,18,11.765,-553,-9.107,7.476,12,12,76
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2003,136,139,5233,4,2.827,9,6.36,-566,-10.256,10.003,4,4,29
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2004,130,133,4993,3,2.206,9,6.618,-191,-3.745,10.587,9,9,120
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2005,124,127,4945, ,,6,4.633,143,2.932,5.823, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2006,121,124,4991,3,2.381,7,5.556,-143,-2.826,10.038,6,6,122
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2007,119,123,4887, ,,6,4.8,-153,-3.082,10.838,4,4,30
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2008,110,112,4559, ,,10,8.584,-321,-6.803,8.689,7,7,38
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2009,102,105,4128, ,,8,7.373,-440,-10.128,7.734,5,5,8
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2010,98,101,4019, ,,5,4.854,-106,-2.602,7.807,4,4,27
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2011,91,94,4024,0,0,6,6.186,-2,-0.05,10.647,3,3,7
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2012,92,95,3811,3,3.141,4,4.188,-230,-5.849,8.9, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2013,87,90,3768,0,0,4,4.348,-11,-0.291,15.085, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2014,88,91,3775, ,, ,,-26,-0.687,8.088, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2015,84,87,3586,0,0,4,4.494,-170,-4.619,8.64, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2016,84,87,3656, ,, ,,50,1.38,16.121, ,,
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2017,79,82,3552,0,0,4,4.762,-84,-2.341,10.312,3,3,26
0400000US30,Montana,31-33,Manufacturing,150,Left Censored,2018,80,83,3674, ,, ,,226,6.345,5.446, ,,
0400000US39,Ohio,31-33,Manufacturing,1,Total,1978,13619,15714,1203074,1346,7.993,1125,6.681,21629,1.815,17.878,706,711,8583
0400000US39,Ohio,31-33,Manufacturing,1,Total,1979,13128,15217,1234397,1183,7.072,1511,9.033,31899,2.618,17.705,710,718,8095
0400000US39,Ohio,31-33,Manufacturing,1,Total,1980,13187,15324,1173973,1239,7.537,1114,6.777,-61033,-5.072,18.228,747,750,9324
0400000US39,Ohio,31-33,Manufacturing,1,Total,1981,13878,15960,1085275,1649,9.688,1061,6.233,-87625,-7.76,14.768,577,580,5544
0400000US39,Ohio,31-33,Manufacturing,1,Total,1982,13817,15894,994302,1139,6.642,1255,7.318,-94342,-9.061,14.938,809,819,7026
0400000US39,Ohio,31-33,Manufacturing,1,Total,1983,13847,15798,914181,1117,6.567,1211,7.12,-82767,-8.657,17.364,729,736,8258
0400000US39,Ohio,31-33,Manufacturing,1,Total,1984,13941,15841,987321,1158,6.833,1106,6.526,74659,7.856,15.12,734,739,7471
0400000US39,Ohio,31-33,Manufacturing,1,Total,1985,14241,16089,997792,1537,8.857,1264,7.284,12718,1.283,19.971,863,871,12287
0400000US39,Ohio,31-33,Manufacturing,1,Total,1986,14310,16164,979740,1371,7.884,1225,7.045,-13039,-1.322,20.777,845,851,11774
0400000US39,Ohio,31-33,Manufacturing,1,Total,1987,14323,16192,961150,1355,7.754,1283,7.342,-19115,-1.97,21.232,824,833,12514
0400000US39,Ohio,31-33,Manufacturing,1,Total,1988,14744,16627,1001824,1419,8.005,1099,6.2,34963,3.553,21.028,753,757,9917
0400000US39,Ohio,31-33,Manufacturing,1,Total,1989,14971,16849,999912,1389,7.706,1177,6.529,2031,0.203,21.691,802,806,11324
0400000US39,Ohio,31-33,Manufacturing,1,Total,1990,15067,16943,979881,1243,6.878,1130,6.252,-23119,-2.331,16.483,813,824,9774
0400000US39,Ohio,31-33,Manufacturing,1,Total,1991,15020,16887,916156,1100,6.054,1283,7.061,-63187,-6.668,14.328,923,932,19073
0400000US39,Ohio,31-33,Manufacturing,1,Total,1992,14758,16558,909988,1073,6.02,1266,7.103,-4157,-0.456,18.61,878,881,8323
0400000US39,Ohio,31-33,Manufacturing,1,Total,1993,14927,16692,908674,1220,6.859,1096,6.161,-2955,-0.325,17.623,773,795,8108
0400000US39,Ohio,31-33,Manufacturing,1,Total,1994,15033,16839,933269,1166,6.507,1079,6.022,18262,1.976,15.993,784,792,8338
0400000US39,Ohio,31-33,Manufacturing,1,Total,1995,15132,16932,970480,1154,6.442,982,5.482,41181,4.336,13.354,689,694,7468
0400000US39,Ohio,31-33,Manufacturing,1,Total,1996,15239,17022,951589,1102,6.136,939,5.228,-10602,-1.108,16.699,673,678,10530
0400000US39,Ohio,31-33,Manufacturing,1,Total,1997,15182,16944,959552,1018,5.637,1114,6.169,6050,0.632,17.824,780,783,9239
0400000US39,Ohio,31-33,Manufacturing,1,Total,1998,15220,17020,986425,1052,5.817,1066,5.894,15684,1.602,16.672,726,728,7619
0400000US39,Ohio,31-33,Manufacturing,1,Total,1999,15165,16978,970858,952,5.293,1007,5.599,-16864,-1.722,16.895,712,717,9176
0400000US39,Ohio,31-33,Manufacturing,1,Total,2000,15064,16896,981996,951,5.306,1026,5.725,10497,1.075,18.112,712,714,10498
0400000US39,Ohio,31-33,Manufacturing,1,Total,2001,15004,16845,941286,894,4.982,1098,6.119,-44866,-4.656,15.926,781,785,10345
0400000US39,Ohio,31-33,Manufacturing,1,Total,2002,14964,16787,845376,927,5.104,1376,7.576,-110640,-12.272,13.989,918,935,18710
0400000US39,Ohio,31-33,Manufacturing,1,Total,2003,14614,16386,836911,843,4.789,1217,6.914,-6537,-0.778,21.019,865,870,10872
0400000US39,Ohio,31-33,Manufacturing,1,Total,2004,14353,16092,811372,794,4.618,1103,6.415,-26169,-3.174,15.485,778,788,10021
0400000US39,Ohio,31-33,Manufacturing,1,Total,2005,14170,15894,790734,817,4.835,1003,5.936,-18828,-2.353,16.877,723,724,8611
0400000US39,Ohio,31-33,Manufacturing,1,Total,2006,14063,15802,780821,889,5.289,1008,5.996,-9118,-1.161,16.141,735,740,7560
0400000US39,Ohio,31-33,Manufacturing,1,Total,2007,13889,15571,760377,709,4.254,1097,6.581,-24698,-3.197,15.261,755,760,10308
0400000US39,Ohio,31-33,Manufacturing,1,Total,2008,13548,15137,735772,685,4.245,1001,6.203,-20315,-2.725,16.316,712,716,12222
0400000US39,Ohio,31-33,Manufacturing,1,Total,2009,13133,14675,638860,575,3.652,1070,6.796,-99121,-14.405,10.58,737,741,10966
0400000US39,Ohio,31-33,Manufacturing,1,Total,2010,12655,14124,600080,555,3.647,1093,7.183,-37509,-6.061,13.659,715,718,7011
0400000US39,Ohio,31-33,Manufacturing,1,Total,2011,12540,13975,610674,629,4.261,786,5.325,10783,1.781,15.61,545,562,5569
0400000US39,Ohio,31-33,Manufacturing,1,Total,2012,12528,13971,629186,627,4.269,718,4.888,16150,2.6,14.495,491,497,6180
0400000US39,Ohio,31-33,Manufacturing,1,Total,2013,12258,13700,631248,587,4.058,764,5.282,2707,0.43,15.744,548,552,5237
0400000US39,Ohio,31-33,Manufacturing,1,Total,2014,12191,13664,641740,553,3.863,652,4.554,9160,1.438,13.056,467,469,4644
0400000US39,Ohio,31-33,Manufacturing,1,Total,2015,12125,13625,659230,610,4.271,656,4.594,17901,2.753,13.269,500,504,4745
0400000US39,Ohio,31-33,Manufacturing,1,Total,2016,12037,13544,658170,567,3.996,646,4.553,343,0.052,14.224,497,500,5011
0400000US39,Ohio,31-33,Manufacturing,1,Total,2017,11853,13369,664373,538,3.822,706,5.016,6601,0.999,16.141,499,502,6726
0400000US39,Ohio,31-33,Manufacturing,1,Total,2018,11704,13358,679642,687,4.886,703,5,14062,2.091,13.61,574,577,5630
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1978,1157,1193,20592,1193,200,0,0,20592,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1979,976,1007,28678,1007,200,0,0,28678,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1980,1023,1053,35949,1053,200,0,0,35949,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1981,1178,1204,24030,1204,200,0,0,24030,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1982,891,928,27758,928,200,0,0,27758,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1983,930,946,21866,946,200,0,0,21866,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1984,964,989,21706,989,200,0,0,21706,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1985,1347,1378,34079,1378,200,0,0,34079,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1986,1174,1225,29910,1225,200,0,0,29910,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1987,1161,1196,34933,1196,200,0,0,34933,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1988,1171,1222,50835,1222,200,0,0,50835,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1989,1227,1254,26480,1254,200,0,0,26480,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1990,1051,1076,18829,1076,200,0,0,18829,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1991,940,961,17300,961,200,0,0,17300,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1992,916,928,15968,928,200,0,0,15968,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1993,1030,1050,17860,1050,200,0,0,17860,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1994,980,1018,19379,1018,200,0,0,19379,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1995,1015,1033,18673,1033,200,0,0,18673,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1996,939,957,18192,957,200,0,0,18192,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1997,858,890,21049,890,200,0,0,21049,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1998,900,920,22586,920,200,0,0,22586,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,1999,778,797,15984,797,200,0,0,15984,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2000,796,829,25600,829,200,0,0,25600,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2001,729,761,24965,761,200,0,0,24965,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2002,736,775,20181,775,200,0,0,20181,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2003,631,656,16365,656,200,0,0,16365,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2004,617,638,13474,638,200,0,0,13474,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2005,621,649,10181,649,200,0,0,10181,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2006,690,711,12507,711,200,0,0,12507,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2007,576,581,8872,581,200,0,0,8872,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2008,540,550,14760,550,200,0,0,14760,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2009,441,455,10165,455,200,0,0,10165,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2010,409,418,7023,418,200,0,0,7023,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2011,417,427,5952,427,200,0,0,5952,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2012,464,469,6324,469,200,0,0,6324,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2013,447,455,5612,455,200,0,0,5612,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2014,419,433,7786,433,200,0,0,7786,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2015,437,465,8595,465,200,0,0,8595,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2016,457,473,5856,473,200,0,0,5856,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2017,431,439,7643,439,200,0,0,7643,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,10,0 years,2018,440,577,10275,577,200,0,0,10275,200,0,0,0,0
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1978,985,1037,46389,0,0,284,24.088,-3598,-7.463,24.277,190,191,2773
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1979,883,914,20384,0,0,269,25.656,-221,-1.078,44.597,153,153,1693
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1980,823,848,26578,0,0,164,17.634,-1526,-5.575,27.072,120,120,637
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1981,846,875,30618,0,0,173,17.993,-5070,-15.338,27.101,115,115,914
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1982,986,1011,24740,0,0,202,18.165,504,2.05,37.054,150,150,710
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1983,755,785,23749,0,0,145,16.91,-4033,-15.632,29.838,85,85,728
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1984,761,770,20148,0,0,170,19.883,-1519,-7.254,44.534,119,121,2039
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1985,794,812,22091,0,0,169,18.851,448,2.051,33.799,130,130,887
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1986,1097,1125,32280,0,0,243,19.495,-2709,-8.061,33.123,177,177,1299
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1987,978,1015,26340,0,0,222,19.716,-4530,-15.834,27.369,138,138,1308
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1988,981,1011,34864,0,0,190,17.179,321,0.922,33.486,142,142,1389
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1989,996,1036,48269,0,0,186,16.475,-2160,-4.373,31.249,125,125,2158
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1990,1042,1069,27877,0,0,183,15.769,518,1.876,34.836,142,142,994
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1991,826,850,19636,0,0,182,19.341,1159,6.072,32.472,143,143,1153
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1992,785,801,16456,0,0,157,17.851,-866,-5.134,30.071,118,118,839
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1993,769,781,16548,0,0,153,17.843,149,0.903,39.829,111,111,645
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1994,879,899,19870,0,0,162,16.531,1682,8.84,26.603,135,135,755
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1995,820,853,20933,0,0,149,16.065,1749,8.724,28.563,112,112,1322
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1996,889,901,19131,0,0,128,13.264,197,1.036,35.448,105,105,1150
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1997,785,797,18177,0,0,161,18.348,153,0.847,45.892,119,119,1380
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1998,729,759,25661,0,0,144,17.329,4044,17.202,21.83,101,101,856
0400000US39,Ohio,31-33,Manufacturing,20,1 year,1999,769,785,20758,0,0,143,16.696,-2072,-9.508,27.432,109,109,1519
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2000,664,682,17266,0,0,113,15.301,851,5.047,32.453,84,84,517
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2001,660,694,24898,0,0,151,19.623,-679,-2.688,32.308,121,121,1476
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2002,605,632,21668,0,0,136,19.429,-3908,-16.508,15.968,94,94,759
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2003,611,647,17512,0,0,121,17.102,-2144,-11.546,36.772,84,84,2071
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2004,534,555,14785,0,0,108,17.734,-2068,-13.107,24.135,88,88,1757
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2005,532,549,13097,0,0,91,15.307,-525,-3.93,34,66,66,1192
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2006,542,559,9899,0,0,106,17.32,-429,-4.253,36.542,78,78,714
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2007,583,599,11667,0,0,112,17.099,-1903,-15.165,40.005,85,85,1245
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2008,450,454,8645,0,0,120,23.346,-689,-7.7,43.563,91,91,1414
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2009,437,446,12745,0,0,116,23.016,-2252,-16.285,19.423,80,80,1525
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2010,367,378,9184,0,0,73,17.612,-774,-8.092,20.116,44,44,288
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2011,358,366,7485,0,0,59,14.918,222,3.004,36.13,44,44,628
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2012,359,369,5586,0,0,58,14.573,-371,-6.424,47.515,42,42,597
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2013,380,383,7420,0,0,78,18.483,1188,17.347,32.912,65,65,572
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2014,381,388,5509,0,0,71,16.765,-249,-4.406,39.314,54,54,596
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2015,363,383,8011,0,0,56,13.625,312,3.968,33.575,44,44,528
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2016,379,403,7884,0,0,52,12.121,335,4.326,48.818,37,37,627
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2017,403,418,5806,0,0,56,12.556,-179,-3.031,41.013,42,42,526
0400000US39,Ohio,31-33,Manufacturing,20,1 year,2018,365,376,7476,0,0,66,16.137,-281,-3.7,35.602,56,56,872
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1978,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1979,848,896,48756,34,3.534,166,17.256,3127,6.625,24.382,86,89,411
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1980,778,806,18894,24,2.779,139,16.097,-1473,-7.516,33.912,107,108,1419
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1981,745,766,25100,22,2.706,116,14.268,-1894,-7.274,20.608,71,71,410
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1982,768,798,26811,33,3.943,111,13.262,-3935,-13.67,20.128,82,82,616
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1983,883,905,21939,22,2.304,122,12.775,-2521,-10.88,23.987,89,89,918
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1984,686,717,24596,23,3.056,94,12.492,1073,4.453,25.099,72,72,532
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1985,667,673,19362,21,2.909,119,16.482,-655,-3.318,34.553,89,89,949
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1986,696,713,21999,11,1.436,117,15.274,-377,-1.701,26.991,88,88,1167
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1987,1035,1058,32038,32,2.928,102,9.332,-175,-0.544,33.039,74,74,768
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1988,943,980,31884,42,4.094,134,13.06,2812,9.237,22.476,99,99,637
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1989,873,896,35442,20,2.095,137,14.353,235,0.665,30.665,105,106,1035
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1990,909,951,46928,28,2.813,117,11.753,-1433,-3.008,25.31,88,88,910
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1991,898,925,26459,19,1.935,133,13.544,-1413,-5.194,26.827,99,99,1205
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1992,736,750,19198,20,2.503,118,14.768,-427,-2.203,31.817,88,88,1236
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1993,696,715,14565,13,1.712,102,13.43,-2078,-13.391,32.917,84,85,491
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1994,718,729,23410,19,2.48,93,12.141,1807,8.028,21.184,68,68,510
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1995,797,817,20140,12,1.399,93,10.845,535,2.69,28.015,72,72,628
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1996,716,749,20000,15,1.865,126,15.662,-956,-4.666,25.606,93,93,1010
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1997,788,800,19092,6,0.705,109,12.801,-82,-0.428,29.115,91,91,563
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1998,684,695,18379,10,1.34,112,15.013,51,0.277,30.474,82,82,361
0400000US39,Ohio,31-33,Manufacturing,30,2 years,1999,671,702,22775,22,3.003,83,11.331,-3245,-13.249,31.17,61,61,642
