GeographySummary	2017 NAICS code	NAICS Code Related	Year	"Sales, value of shipments, or revenue ($1,000)"	"Annual payroll ($1,000)"	"First-quarter payroll ($1,000)"	Number of employees	GeographyVariant	GeographyNation
10	327332	327999	2019	1714814	313889	70216	6322	0	US
10	32739	33111	2019	13074615	2800954	668207	52905	0	US
10	327390	322212	2019	13074615	2800954	668207	52905	0	US
10	3274	331210	2019	7985048	1029175	245577	13400	0	US
10	32741	332215	2019	2464063	313821	80631	4270	0	US
10	327410	3252	2019	2464063	313821	80631	4270	0	US
10	32742	336	2019	5520985	715354	164947	9130	0	US
10	327420	32791	2019	5520985	715354	164947	9130	0	US
10	3279	336611	2019	25184022	4158715	1049610	79423	0	US
10	32791	322291	2019	3976328	682833	178528	11110	0	US
10	327910	3131	2019	3976328	682833	178528	11110	0	US
10	32799	3273	2019	21207694	3475882	871082	68313	0	US
10	327991	311920	2019	5194024	1406166	339641	29488	0	US
10	327992	33421	2019	4283333	536054	151001	8683	0	US
10	327993	313310	2019	6710059	912366	233631	14188	0	US
10	327999	323117	2019	5020277	621295	146810	15954	0	US
10	331	32111	2019	239991457	24312176	6333093	368190	0	US
10	3311	339950	2019	93718306	7281664	1971451	85707	0	US
10	33111	337110	2019	93718306	7281664	1971451	85707	0	US
10	331110	32521	2019	93718306	7281664	1971451	85707	0	US
10	3312	33392	2019	26922193	3028425	762882	50538	0	US
10	33121	331315	2019	14056067	1696084	427785	26182	0	US
10	331210	32222	2019	14056067	1696084	427785	26182	0	US
10	33122	32532	2019	12866127	1332341	335097	24356	0	US
10	331221	33522	2019	6385427	572695	145161	9547	0	US
10	331222	327110	2019	6480700	759646	189936	14809	0	US
10	3313	333923	2019	38438493	3809612	990432	59083	0	US
10	33131	3365	2019	38438493	3809612	990432	59083	0	US
10	331313	332420	2019	2953336	333017	88287	4123	0	US
10	331314	333242	2019	5760506	351920	96002	5798	0	US
10	331315	336999	2019	17516660	1547892	402730	18902	0	US
10	331318	325320	2019	12207992	1576783	403412	30261	0	US
10	3314	331523	2019	50721367	3747737	947479	56779	0	US
10	33141	311224	2019	13445154	558827	150895	7986	0	US
10	331410	314999	2019	13445154	558827	150895	7986	0	US
10	33142	337	2019	22246914	1483085	367779	24438	0	US
10	331420	326	2019	22246914	1483085	367779	24438	0	US
10	33149	332993	2019	15029299	1705825	428805	24355	0	US
10	331491	3111	2019	7250536	1093133	271834	15084	0	US
10	331492	326199	2019	7778764	612692	156971	9271	0	US
10	3315	339112	2019	30191097	6444737	1660850	116083	0	US
10	33151	311230	2019	17824632	3651939	934358	62544	0	US
10	331511	314910	2019	10073033	2019189	516361	34788	0	US
10	331512	32211	2019	4098134	923558	233747	15447	0	US
10	331513	3115	2019	3653465	709192	184250	12309	0	US
10	33152	33242	2019	12366466	2792799	726492	53539	0	US
10	331523	325312	2019	6913381	1572622	419578	29988	0	US
10	331524	3329	2019	2465746	722227	173564	14453	0	US
10	331529	32622	2019	2987339	497949	133350	9098	0	US
10	332	333243	2019	376020320	77919739	19325354	1384342	0	US
10	3321	336412	2019	33166341	5791545	1440698	103540	0	US
10	33211	322121	2019	33166341	5791545	1440698	103540	0	US
10	332111	313310	2019	8816403	1297853	337379	21268	0	US
10	332112	334112	2019	2715451	410457	103503	6090	0	US
10	332114	336411	2019	7424446	999996	235267	17542	0	US
10	332117	332312	2019	2316202	514372	132563	10111	0	US
10	332119	31621	2019	11893838	2568867	631985	48529	0	US
10	3322	33431	2019	9952926	1819698	464232	33965	0	US
10	33221	336999	2019	9952926	1819698	464232	33965	0	US
10	332215	321991	2019	3110168	367324	102773	6608	0	US
10	332216	3241	2019	6842759	1452374	361459	27357	0	US
10	3323	33422	2019	100323468	19733886	4858691	356553	0	US
10	33231	3116	2019	53181976	9419685	2352240	162799	0	US
10	332311	315	2019	8723846	1503609	372531	26149	0	US
10	332312	33251	2019	36224788	5874316	1485037	99311	0	US
10	332313	324199	2019	8233343	2041760	494672	37339	0	US
10	33232	3344	2019	47141491	10314201	2506450	193754	0	US
10	332321	31199	2019	13801085	2746024	656440	52046	0	US
10	332322	331	2019	25372731	5676352	1390192	107221	0	US
10	332323	3274	2019	7967675	1891825	459819	34486	0	US
10	3324	325312	2019	37570331	5597436	1423955	87513	0	US
10	33241	334516	2019	8142809	1654480	423682	24059	0	US
10	332410	325510	2019	8142809	1654480	423682	24059	0	US
10	33242	325120	2019	10060964	2121894	530451	35537	0	US
10	332420	339950	2019	10060964	2121894	530451	35537	0	US
10	33243	311351	2019	19366558	1821062	469822	27917	0	US
10	332431	334419	2019	16120136	1323572	344369	18099	0	US
10	332439	321212	2019	3246421	497491	125453	9818	0	US
10	3325	332613	2019	9145253	1489854	369616	29315	0	US
10	33251	3311	2019	9145253	1489854	369616	29315	0	US
10	332510	31519	2019	9145253	1489854	369616	29315	0	US
10	3326	31411	2019	9889443	1844673	464892	36511	0	US
10	33261	33593	2019	9889443	1844673	464892	36511	0	US
10	332613	32591	2019	4610704	879749	225271	17254	0	US
10	332618	33521	2019	5278739	964923	239620	19256	0	US
10	3327	32412	2019	71304307	20632219	5062276	369685	0	US
10	33271	332811	2019	39263509	12592941	3046006	229993	0	US
10	332710	339920	2019	39263509	12592941	3046006	229993	0	US
10	33272	3342	2019	32040797	8039278	2016270	139692	0	US
10	332721	332216	2019	20594211	5824914	1439878	103818	0	US
10	332722	31699	2019	11446587	2214363	576392	35874	0	US
10	3328	3122	2019	28289690	6273749	1531010	120591	0	US
10	33281	3366	2019	28289690	6273749	1531010	120591	0	US
10	332811	337910	2019	5469595	1244088	307453	20665	0	US
10	332812	321911	2019	15114050	2667377	653390	50638	0	US
10	332813	31193	2019	7706045	2362285	570168	49288	0	US
10	3329	335220	2019	76378561	14736679	3709986	246670	0	US
10	33291	315190	2019	33543924	5801560	1457233	90976	0	US
10	332911	31223	2019	12205854	2161440	563317	32542	0	US
10	332912	3115	2019	11819102	2430453	579764	37214	0	US
10	332913	326211	2019	5418502	492648	131452	8907	0	US
10	332919	3363	2019	4100465	717019	182701	12314	0	US
10	33299	32191	2019	42834637	8935119	2252753	155693	0	US
10	332991	3132	2019	6047388	1064213	270963	19387	0	US
10	332992	32551	2019	4248008	597266	156665	10839	0	US
10	332993	327215	2019	3580840	1122632	298021	14093	0	US
10	332994	337125	2019	6647847	1123323	302705	18302	0	US
10	332996	333511	2019	6945074	1546007	400674	26328	0	US
10	332999	32622	2019	15365479	3481678	823725	66743	0	US
10	333	331410	2019	392665511	67416336	17293165	1042185	0	US
10	3331	326130	2019	94487242	11278279	2915977	187617	0	US
10	33311	316998	2019	38586165	4010286	1009939	75076	0	US
10	333111	33641	2019	30385299	3335672	836451	57514	0	US
10	333112	33634	2019	8200866	674614	173488	17562	0	US
10	33312	325193	2019	36099826	3843911	1015441	60629	0	US
10	333120	3219	2019	36099826	3843911	1015441	60629	0	US
10	33313	31192	2019	19801250	3424083	890597	51912	0	US
10	333131	336330	2019	5256975	934981	247590	16067	0	US
10	333132	311422	2019	14544275	2489102	643007	35846	0	US
10	3332	3313	2019	36118217	8800329	2361955	107950	0	US
10	33324	334290	2019	36118217	8800329	2361955	107950	0	US
10	333241	335110	2019	5879908	1250188	323549	17933	0	US
10	333242	33324	2019	9267109	2683135	792516	20386	0	US
10	333243	33232	2019	3678474	898594	232819	12352	0	US
10	333244	3152	2019	1644228	402386	100226	5834	0	US
10	333249	31161	2019	15648497	3566025	912846	51445	0	US
10	3333	313230	2019	26096141	4955015	1238971	75432	0	US
10	33331	336419	2019	26096141	4955015	1238971	75432	0	US
10	333314	31111	2019	4951627	1214309	291297	16506	0	US
10	333316	3346	2019	1103542	206276	56625	3318	0	US
10	333318	333514	2019	20040973	3534430	891049	55609	0	US
10	3334	311119	2019	45452113	6909096	1694949	135158	0	US
10	33341	333249	2019	45452113	6909096	1694949	135158	0	US
10	333413	321213	2019	6340784	1273156	315317	24973	0	US
10	333414	336	2019	4916817	839415	208740	14831	0	US
10	333415	33992	2019	34194512	4796526	1170891	95354	0	US
10	3335	32222	2019	31773695	8840509	2197534	143539	0	US
10	33351	325180	2019	31773695	8840509	2197534	143539	0	US
10	333511	325120	2019	6094083	1950514	491268	34547	0	US
10	333514	325998	2019	8646876	2731682	678712	44471	0	US
10	333515	333997	2019	5510256	1509961	376761	25772	0	US
10	333517	33243	2019	8013804	1722945	423292	25618	0	US
10	333519	3351	2019	3508675	925407	227501	13130	0	US
10	3336	337127	2019	46434684	6313400	1705698	94332	0	US
10	33361	315210	2019	46434684	6313400	1705698	94332	0	US
10	333611	31212	2019	9523824	2238193	637367	29437	0	US
10	333612	325412	2019	3231049	681232	175118	11258	0	US
10	333613	31134	2019	5350097	1034896	256977	15784	0	US
10	333618	31519	2019	28329713	2359078	636236	37854	0	US
10	3339	3324	2019	112303419	20319708	5178080	298157	0	US
10	33391	33637	2019	28626337	4130191	1093310	58643	0	US
10	333912	31181	2019	10319277	1468870	378384	21229	0	US
10	333914	32615	2019	18307059	2661321	714927	37414	0	US
10	33392	3113	2019	33417999	5950154	1538869	94104	0	US
10	333921	334510	2019	3709132	605555	153130	9445	0	US
10	333922	32212	2019	10328217	2515920	614463	37128	0	US
10	333923	33651	2019	8153258	1193397	358779	20791	0	US
10	333924	33121	2019	11227392	1635281	412497	26739	0	US
10	33399	3336	2019	50259084	10239363	2545901	145411	0	US
10	333991	332111	2019	3710095	439605	106021	7455	0	US
10	333992	333131	2019	5646958	1036512	258178	14161	0	US
10	333993	3328	2019	7716297	1558330	390585	21056	0	US
10	333994	33142	2019	2730767	712425	182132	11015	0	US
10	333995	339910	2019	7541115	1537217	378534	21690	0	US
10	333996	332311	2019	4208599	690185	173542	9975	0	US
10	333997	3326	2019	1147390	198886	60625	3585	0	US
10	333999	337110	2019	17557863	4066202	996285	56474	0	US
10	334	331524	2019	316432431	66701349	17321715	789468	0	US
10	3341	327331	2019	20684871	3297690	826728	40504	0	US
10	33411	312130	2019	20684871	3297690	826728	40504	0	US
10	334111	334515	2019	8841955	1411428	351371	17142	0	US
10	334112	3362	2019	5874052	537718	131285	6424	0	US
10	334118	331420	2019	5968864	1348544	344072	16938	0	US
10	3342	3112	2019	35466020	7564273	1956023	79968	0	US
10	33421	325991	2019	4467467	895803	223913	10959	0	US
10	334210	327213	2019	4467467	895803	223913	10959	0	US
10	33422	32614	2019	26859934	5869240	1529648	58119	0	US
10	334220	325991	2019	26859934	5869240	1529648	58119	0	US
10	33429	311615	2019	4138619	799229	202461	10890	0	US
10	334290	332215	2019	4138619	799229	202461	10890	0	US
10	3343	311812	2019	3133006	622454	157840	10740	0	US
10	33431	31142	2019	3133006	622454	157840	10740	0	US
10	334310	321214	2019	3133006	622454	157840	10740	0	US
10	3344	31331	2019	99116244	20976868	5541123	263406	0	US
10	33441	336340	2019	99116244	20976868	5541123	263406	0	US
10	334412	3151	2019	4466397	1130367	284836	21635	0	US
10	334413	325311	2019	51087649	11425948	3158398	103267	0	US
10	334416	336412	2019	4108400	989553	252455	18276	0	US
10	334417	311824	2019	5911869	1260787	320041	18184	0	US
10	334418	322	2019	21222185	3026474	747526	51713	0	US
10	334419	32611	2019	12319745	3143738	777866	50331	0	US
10	3345	335	2019	156605381	33900604	8755501	388426	0	US
10	33451	33511	2019	156605381	33900604	8755501	388426	0	US
10	334510	33122	2019	34590108	6840444	1823429	82365	0	US
10	334511	321213	2019	53216235	12087708	3069196	124093	0	US
10	334512	3279	2019	3118383	844685	239764	11213	0	US
10	334513	315220	2019	11198844	2562277	677245	34149	0	US
10	334514	32213	2019	5272031	890094	229141	12332	0	US
10	334515	336419	2019	11204200	2649052	684560	28667	0	US
10	334516	311930	2019	16461739	3876794	996607	44284	0	US
10	334517	33699	2019	8403052	1178801	278099	14090	0	US
10	334519	32711	2019	13140788	2970748	757459	37234	0	US
10	3346	327992	2019	1426909	339461	84501	6423	0	US
10	33461	322220	2019	1426909	339461	84501	6423	0	US
10	334613	336510	2019	349575	33575	8338	444	0	US
10	334614	314120	2019	1077335	305886	76163	5979	0	US
10	335	333517	2019	133314764	21127074	5350023	346043	0	US
10	3351	334511	2019	14124568	2542930	607298	40137	0	US
10	33511	32629	2019	1293907	218728	55836	3323	0	US
10	335110	33599	2019	1293907	218728	55836	3323	0	US
10	33512	3272	2019	12830660	2324202	551462	36814	0	US
10	335121	335110	2019	2169078	305995	73824	5831	0	US
10	335122	33311	2019	5832612	1181103	278805	18633	0	US
10	335129	33999	2019	4828970	837105	198833	12350	0	US
10	3352	324110	2019	24308639	2545543	669911	53106	0	US
10	33521	3221	2019	3792037	441276	115590	9935	0	US
10	335210	311941	2019	3792037	441276	115590	9935	0	US
10	33522	32511	2019	20516602	2104267	554321	43170	0	US
10	335220	311615	2019	20516602	2104267	554321	43170	0	US
10	3353	332710	2019	42339870	6940691	1766159	111438	0	US
10	33531	335	2019	42339870	6940691	1766159	111438	0	US
10	335311	33331	2019	6236452	1060563	263048	18647	0	US
10	335312	331110	2019	12234845	1758331	466115	27974	0	US
10	335313	326220	2019	13028725	1919452	477358	30324	0	US
10	335314	336992	2019	10839848	2202345	559638	34493	0	US
10	3359	335932	2019	52541687	9097910	2306655	141363	0	US
10	33591	3344	2019	9568897	1805340	451872	29872	0	US
10	335911	31121	2019	7455914	1418897	343557	24551	0	US
10	335912	312113	2019	2112983	386443	108315	5321	0	US
10	33592	311111	2019	11695633	1513353	382483	25638	0	US
10	335921	333994	2019	3103731	429077	103063	6791	0	US
10	335929	31135	2019	8591902	1084276	279420	18847	0	US
10	33593	321	2019	13988655	2138816	530435	36234	0	US
10	335931	311999	2019	8349821	1438093	356628	24828	0	US
10	335932	332996	2019	5638834	700723	173807	11406	0	US
10	33599	32192	2019	17288503	3640401	941865	49618	0	US
10	335991	314120	2019	4893423	688796	167382	9942	0	US
10	335999	332439	2019	12395080	2951604	774483	39676	0	US
10	336	3279	2019	957475988	108055583	29096603	1552433	0	US
10	3361	33291	2019	343796250	17492913	4626351	223320	0	US
10	33611	323113	2019	310009660	15472293	4144992	191513	0	US
10	336111	327320	2019	104485057	6899369	1780551	80374	0	US
10	336112	333912	2019	205524603	8572924	2364441	111139	0	US
10	33612	3112	2019	33786591	2020620	481360	31806	0	US
10	336120	327993	2019	33786591	2020620	481360	31806	0	US
10	3362	313210	2019	49257888	7445538	1848671	147431	0	US
10	33621	334513	2019	49257888	7445538	1848671	147431	0	US
10	336211	321219	2019	16004626	2460387	598025	45939	0	US
10	336212	333993	2019	12167118	1688027	417034	37007	0	US
10	336213	325920	2019	4581679	594358	150101	11430	0	US
10	336214	327993	2019	16504465	2702766	683512	53055	0	US
10	3363	313320	2019	260073140	31894773	8264742	576157	0	US
10	33631	325110	2019	37228166	3999712	1071122	61804	0	US
10	336310	33711	2019	37228166	3999712	1071122	61804	0	US
10	33632	312	2019	23886585	3037189	715523	56470	0	US
10	336320	31181	2019	23886585	3037189	715523	56470	0	US
10	33633	334417	2019	15272994	1986025	533810	36159	0	US
10	336330	31211	2019	15272994	1986025	533810	36159	0	US
10	33634	326122	2019	11632509	1206673	303257	23083	0	US
10	336340	334220	2019	11632509	1206673	303257	23083	0	US
10	33635	31214	2019	42076172	4886928	1360956	74015	0	US
10	336350	333612	2019	42076172	4886928	1360956	74015	0	US
10	33636	31332	2019	29131727	3400227	855010	71536	0	US
10	336360	325	2019	29131727	3400227	855010	71536	0	US
10	33637	3359	2019	36677433	5817431	1505223	103982	0	US
10	336370	32739	2019	36677433	5817431	1505223	103982	0	US
10	33639	326160	2019	64167554	7560589	1919841	149108	0	US
10	336390	32613	2019	64167554	7560589	1919841	149108	0	US
10	3364	327211	2019	234511676	38952763	11337863	413068	0	US
10	33641	311824	2019	234511676	38952763	11337863	413068	0	US
10	336411	311941	2019	130082732	17955338	5422503	174372	0	US
10	336412	313240	2019	40158495	6400637	1846051	75378	0	US
10	336413	311221	2019	37144701	8030935	2092796	105893	0	US
10	336414	316	2019	17688983	4208026	1402345	34174	0	US
10	336415	33231	2019	8028184	2011560	484077	19049	0	US
10	336419	332722	2019	1408583	346268	90092	4202	0	US
10	3365	327320	2019	11764411	1940422	468972	27885	0	US
10	33651	32412	2019	11764411	1940422	468972	27885	0	US
10	336510	3333	2019	11764411	1940422	468972	27885	0	US
10	3366	337211	2019	36830733	8178660	2026424	129857	0	US
10	33661	32731	2019	36830733	8178660	2026424	129857	0	US
10	336611	339112	2019	26554897	6424485	1595897	95092	0	US
10	336612	3253	2019	10275836	1754175	430527	34765	0	US
10	3369	332117	2019	21241890	2150514	523580	34715	0	US
10	33699	3362	2019	21241890	2150514	523580	34715	0	US
10	336991	321918	2019	6216801	531459	130391	9274	0	US
10	336992	3369	2019	5960001	832908	199212	10564	0	US
10	336999	333618	2019	9065087	786147	193976	14877	0	US
10	337	335999	2019	75525551	16016259	3936833	360820	0	US
10	3371	3335	2019	37978465	8674324	2107968	212534	0	US
10	33711	331313	2019	14224367	3654526	892560	89719	0	US
10	337110	32121	2019	14224367	3654526	892560	89719	0	US
10	33712	314	2019	23754098	5019798	1215408	122816	0	US
10	337121	33712	2019	11964222	2473621	594165	64511	0	US
10	337122	312230	2019	3505233	818049	206541	22440	0	US
10	337124	33299	2019	2300549	447216	105087	9199	0	US
10	337125	31182	2019	1027129	114631	28667	2775	0	US
10	337127	32311	2019	4956965	1166280	280949	23891	0	US
10	3372	333994	2019	28166490	6004354	1491987	118169	0	US
10	33721	315220	2019	28166490	6004354	1491987	118169	0	US
10	337211	32791	2019	3205319	573833	142728	12934	0	US
10	337212	33421	2019	8772859	2510820	603963	45855	0	US
10	337214	324191	2019	8854452	1346444	355708	26743	0	US
10	337215	3327	2019	7333860	1573257	389588	32638	0	US
10	3379	33131	2019	9380596	1337582	336877	30116	0	US
10	33791	3121	2019	7177489	825500	213888	19440	0	US
10	337910	33391	2019	7177489	825500	213888	19440	0	US
10	33792	334416	2019	2203107	512081	122989	10676	0	US
10	337920	33631	2019	2203107	512081	122989	10676	0	US
10	339	31141	2019	155001660	31291519	7912568	531085	0	US
10	3391	3331	2019	91887978	18118546	4652589	272817	0	US
10	33911	33633	2019	91887978	18118546	4652589	272817	0	US
10	339112	339993	2019	40736615	8184035	2163586	118196	0	US
10	339113	325613	2019	34698542	5855843	1473110	75116	0	US
10	339114	3372	2019	4604575	913504	254154	13938	0	US
10	339115	3372	2019	6691088	1296929	320328	24227	0	US
10	339116	33111	2019	5157158	1868236	441412	41340	0	US
10	3399	325992	2019	63113681	13172973	3259979	258268	0	US
10	33991	325611	2019	7327432	1052022	262166	21908	0	US
10	339910	313110	2019	7327432	1052022	262166	21908	0	US
10	33992	311513	2019	10712885	1793362	481376	36348	0	US
10	339920	33699	2019	10712885	1793362	481376	36348	0	US
10	33993	327410	2019	1406871	266144	66020	5210	0	US
10	339930	33152	2019	1406871	266144	66020	5210	0	US
10	33994	334416	2019	3336081	540761	135187	10398	0	US
10	339940	31528	2019	3336081	540761	135187	10398	0	US
10	33995	312130	2019	13255100	3776530	913969	75698	0	US
10	339950	335210	2019	13255100	3776530	913969	75698	0	US
10	33999	333922	2019	27075312	5744153	1401261	108706	0	US
10	339991	326299	2019	6861945	1686904	427651	28013	0	US
10	339992	311314	2019	2180081	571770	142360	12294	0	US
10	339993	327992	2019	983598	216359	52746	3749	0	US
10	339994	323117	2019	3001834	487642	120929	9886	0	US
10	339995	3259	2019	596927	114125	27922	2599	0	US
10	339999	311942	2019	13450927	2667353	629652	52164	0	US
