Dept_Code,Department,Div_Code,Division,Cost_Center,CostCenterKey
47,Housing and Community Revitalization,47HM,Home,HOME 13 Affordable Housing,47_47HM_HOME 13 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 14 Affordable Housing,47_47HM_HOME 14 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 14 CHDO,47_47HM_HOME 14 CHDO
47,Housing and Community Revitalization,47HM,Home,HOME 15 Administration,47_47HM_HOME 15 Administration
47,Housing and Community Revitalization,47HM,Home,HOME 15 Affordable Housing,47_47HM_HOME 15 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 15 CHDO,47_47HM_HOME 15 CHDO
47,Housing and Community Revitalization,47HM,Home,HOME 16 Administration,47_47HM_HOME 16 Administration
47,Housing and Community Revitalization,47HM,Home,HOME 16 Affordable Housing,47_47HM_HOME 16 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 16 CHDO,47_47HM_HOME 16 CHDO
47,Housing and Community Revitalization,47HM,Home,HOME 17 Administration,47_47HM_HOME 17 Administration
47,Housing and Community Revitalization,47HM,Home,HOME 17 Affordable Housing,47_47HM_HOME 17 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 17 CHDO,47_47HM_HOME 17 CHDO
47,Housing and Community Revitalization,47HM,Home,HOME 18 Administration,47_47HM_HOME 18 Administration
47,Housing and Community Revitalization,47HM,Home,HOME 18 Affordable Housing,47_47HM_HOME 18 Affordable Housing
47,Housing and Community Revitalization,47HM,Home,HOME 18 CHDO,47_47HM_HOME 18 CHDO
47,Housing and Community Revitalization,47HM,Home,HOME Program Income,47_47HM_HOME Program Income
47,Housing and Community Revitalization,47HW,HOPWA Grants,FY14 HOPWA Grant,47_47HW_FY14 HOPWA Grant
47,Housing and Community Revitalization,47HW,HOPWA Grants,FY15 HOPWA Grant,47_47HW_FY15 HOPWA Grant
47,Housing and Community Revitalization,47HW,HOPWA Grants,FY16 HOPWA Grant,47_47HW_FY16 HOPWA Grant
47,Housing and Community Revitalization,47HW,HOPWA Grants,FY17 HOPWA Grant,47_47HW_FY17 HOPWA Grant
47,Housing and Community Revitalization,47HW,HOPWA Grants,FY18 HOPWA Grant,47_47HW_FY18 HOPWA Grant
47,Housing and Community Revitalization,47SC,Small Cities,Small Cities-Program Income,47_47SC_Small Cities-Program Income
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Housing First - 07,47_47SP_Housing First - 07
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Housing First - 13,47_47SP_Housing First - 13
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Housing First - 14,47_47SP_Housing First - 14
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Housing First - 15,47_47SP_Housing First - 15
47,Housing and Community Revitalization,47SP,Shelter Plus Care,New S+C 2010,47_47SP_New S+C 2010
47,Housing and Community Revitalization,47SP,Shelter Plus Care,New S+C 2010 Bonus,47_47SP_New S+C 2010 Bonus
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Passage Home TBRA,47_47SP_Passage Home TBRA
47,Housing and Community Revitalization,47SP,Shelter Plus Care,S+C 2011 - 03/05/18-03/04/19,47_47SP_S+C 2011 - 03/05/18-03/04/19
47,Housing and Community Revitalization,47SP,Shelter Plus Care,S+C Renewal (09/1/17-08/31/18),47_47SP_S+C Renewal (09/1/17-08/31/18)
47,Housing and Community Revitalization,47SP,Shelter Plus Care,S+C Renewal (09/1/18-08/31/19),47_47SP_S+C Renewal (09/1/18-08/31/19)
47,Housing and Community Revitalization,47SP,Shelter Plus Care,S+C Renewal (09/20/2016-09/19/2017),47_47SP_S+C Renewal (09/20/2016-09/19/2017)
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/12-1/13,47_47SP_Shelter Plus Care - 2/12-1/13
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/13-1/14,47_47SP_Shelter Plus Care - 2/13-1/14
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/14-1/15,47_47SP_Shelter Plus Care - 2/14-1/15
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/15-1/16,47_47SP_Shelter Plus Care - 2/15-1/16
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/16-1/17,47_47SP_Shelter Plus Care - 2/16-1/17
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/17-1/18,47_47SP_Shelter Plus Care - 2/17-1/18
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/18-1/19,47_47SP_Shelter Plus Care - 2/18-1/19
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care - 2/19-1/20,47_47SP_Shelter Plus Care - 2/19-1/20
47,Housing and Community Revitalization,47SP,Shelter Plus Care,Shelter Plus Care 2011 - 2013-2018,47_47SP_Shelter Plus Care 2011 - 2013-2018
47,Housing and Community Revitalization,47SP,Shelter Plus Care,SWSC Rental Assistance 2016,47_47SP_SWSC Rental Assistance 2016
47,Housing and Community Revitalization,47SP,Shelter Plus Care,SWSC Rental Assistance 2017,47_47SP_SWSC Rental Assistance 2017
47,Housing and Community Revitalization,47YE,Housing - Y/E Reporting,Year-end adjustments,47_47YE_Year-end adjustments
47,Housing and Community Revitalization,AH01,Rental Production & Preservation,"DHIC, Inc. Loan for Trees & Leaves Apartments","47_AH01_DHIC, Inc. Loan for Trees & Leaves Apartments"
47,Housing and Community Revitalization,AH20,Homeless Services,Urban Ministries Grant for Shelter for Homeless Women,47_AH20_Urban Ministries Grant for Shelter for Homeless Women
47,Housing and Community Revitalization,AH99,Reserve for Future Projects,Reserve for Future Projects,47_AH99_Reserve for Future Projects
49,City-County Bureau of Identification,4910,CCBI-Support Services,CCBI-Field Services,49_4910_CCBI-Field Services
49,City-County Bureau of Identification,4910,CCBI-Support Services,CCBI-Identification Services,49_4910_CCBI-Identification Services
49,City-County Bureau of Identification,4920,CCBI-Investigations,CCBI-Investigations,49_4920_CCBI-Investigations
49,City-County Bureau of Identification,4930,CCBI - Crime Laboratory,CCBI-Crime Lab,49_4930_CCBI-Crime Lab
49,City-County Bureau of Identification,4940,CCBI-Administration,Accreditations,49_4940_Accreditations
49,City-County Bureau of Identification,4940,CCBI-Administration,CCBI-Administration,49_4940_CCBI-Administration
49,City-County Bureau of Identification,4940,CCBI-Administration,Coverdell Grant - CCBI,49_4940_Coverdell Grant - CCBI
49,City-County Bureau of Identification,4940,CCBI-Administration,Coverdell Grant - SBI,49_4940_Coverdell Grant - SBI
49,City-County Bureau of Identification,4940,CCBI-Administration,Governors Highway Safety Program,49_4940_Governors Highway Safety Program
49,City-County Bureau of Identification,4940,CCBI-Administration,Rapid ID Grant,49_4940_Rapid ID Grant
49,City-County Bureau of Identification,4950,CCBI-Forfeitures,CT Ordered Fees/State Forfeiture,49_4950_CT Ordered Fees/State Forfeiture
49,City-County Bureau of Identification,4950,CCBI-Forfeitures,Dept of Justice/Fed Forfeiture,49_4950_Dept of Justice/Fed Forfeiture
49,City-County Bureau of Identification,4950,CCBI-Forfeitures,NC Unauth Cont Sub Tax/ State Forfeiture,49_4950_NC Unauth Cont Sub Tax/ State Forfeiture
49,City-County Bureau of Identification,4950,CCBI-Forfeitures,US Treasury/Fed Forfeiture,49_4950_US Treasury/Fed Forfeiture
50,Sheriff,5001,Sheriff,Firing Range Operating,50_5001_Firing Range Operating
50,Sheriff,5001,Sheriff,Sheriff,50_5001_Sheriff
50,Sheriff,5010,Law Enforcement,2013 Byrne Jag Grant,50_5010_2013 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,2014 Byrne Jag Grant,50_5010_2014 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,2015 Byrne Jag Grant,50_5010_2015 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,2016 Byrne Jag Grant,50_5010_2016 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,2017 Byrne Jag Grant,50_5010_2017 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,2018 Byrne Jag Grant,50_5010_2018 Byrne Jag Grant
50,Sheriff,5010,Law Enforcement,ABC Board Grant,50_5010_ABC Board Grant
50,Sheriff,5010,Law Enforcement,Canine Donations,50_5010_Canine Donations
50,Sheriff,5010,Law Enforcement,Citizens' Well-Check Program Donation,50_5010_Citizens' Well-Check Program Donation
50,Sheriff,5010,Law Enforcement,Cops In Schools Grant,50_5010_Cops In Schools Grant
50,Sheriff,5010,Law Enforcement,Donations - Sheriff,50_5010_Donations - Sheriff
50,Sheriff,5010,Law Enforcement,Equipment/Training Donations,50_5010_Equipment/Training Donations
50,Sheriff,5010,Law Enforcement,Federal Forfeitures,50_5010_Federal Forfeitures
50,Sheriff,5010,Law Enforcement,NC Governors Highway Safety Program,50_5010_NC Governors Highway Safety Program
50,Sheriff,5010,Law Enforcement,Project Lifesaver Program Donations,50_5010_Project Lifesaver Program Donations
50,Sheriff,5010,Law Enforcement,Target Donation,50_5010_Target Donation
50,Sheriff,5010,Law Enforcement,Telecommunications,50_5010_Telecommunications
50,Sheriff,5050,Detention,Annex Admin,50_5050_Annex Admin
50,Sheriff,5050,Detention,Commissary,50_5050_Commissary
50,Sheriff,5050,Detention,Hammond 1B,50_5050_Hammond 1B
50,Sheriff,5050,Detention,Inmate Education and Workforce Development,50_5050_Inmate Education and Workforce Development
50,Sheriff,5050,Detention,Main Detention Admin,50_5050_Main Detention Admin
50,Sheriff,5050,Detention,Main Detention Food Services,50_5050_Main Detention Food Services
50,Sheriff,5050,Detention,Main Detention Health Care,50_5050_Main Detention Health Care
51,Fire Services,5120,Fire Services,Apex FD,51_5120_Apex FD
51,Fire Services,5120,Fire Services,Bayleaf FD,51_5120_Bayleaf FD
51,Fire Services,5120,Fire Services,Cary FD,51_5120_Cary FD
51,Fire Services,5120,Fire Services,County Firefighter Program - Rolesville,51_5120_County Firefighter Program - Rolesville
51,Fire Services,5120,Fire Services,Durham Highway FD,51_5120_Durham Highway FD
51,Fire Services,5120,Fire Services,Eastern Wake FD,51_5120_Eastern Wake FD
51,Fire Services,5120,Fire Services,Fairview FD,51_5120_Fairview FD
51,Fire Services,5120,Fire Services,Fire Operations,51_5120_Fire Operations
51,Fire Services,5120,Fire Services,Fire Prevention/Response,51_5120_Fire Prevention/Response
51,Fire Services,5120,Fire Services,Fire Services,51_5120_Fire Services
51,Fire Services,5120,Fire Services,Fire Services Training,51_5120_Fire Services Training
51,Fire Services,5120,Fire Services,Fire Tax District System,51_5120_Fire Tax District System
51,Fire Services,5120,Fire Services,Fuquay Varina FD,51_5120_Fuquay Varina FD
51,Fire Services,5120,Fire Services,Garner FD,51_5120_Garner FD
51,Fire Services,5120,Fire Services,Holly Springs FD,51_5120_Holly Springs FD
51,Fire Services,5120,Fire Services,Hopkins FD,51_5120_Hopkins FD
51,Fire Services,5120,Fire Services,Morrisville FD,51_5120_Morrisville FD
51,Fire Services,5120,Fire Services,Northern Wake FD,51_5120_Northern Wake FD
51,Fire Services,5120,Fire Services,Rolesville FD,51_5120_Rolesville FD
51,Fire Services,5120,Fire Services,Stony Hill FD,51_5120_Stony Hill FD
51,Fire Services,5120,Fire Services,Swift Creek FD,51_5120_Swift Creek FD
51,Fire Services,5120,Fire Services,Wake Forest FD,51_5120_Wake Forest FD
51,Fire Services,5120,Fire Services,Wake-New Hope FD,51_5120_Wake-New Hope FD
51,Fire Services,5120,Fire Services,Wendell FD,51_5120_Wendell FD
51,Fire Services,5120,Fire Services,Western Wake FD,51_5120_Western Wake FD
51,Fire Services,5120,Fire Services,Zebulon FD,51_5120_Zebulon FD
51,Fire Services,5130,Emergency Management,09 EMPG Supplemental,51_5130_09 EMPG Supplemental
51,Fire Services,5130,Emergency Management,10 DHS - SAR Training,51_5130_10 DHS - SAR Training
51,Fire Services,5130,Emergency Management,10 EMPG Supplemental,51_5130_10 EMPG Supplemental
51,Fire Services,5130,Emergency Management,11 EMPG Supplemental,51_5130_11 EMPG Supplemental
51,Fire Services,5130,Emergency Management,12 EMPG Supplemental,51_5130_12 EMPG Supplemental
51,Fire Services,5130,Emergency Management,16 EMPG - Supplemental,51_5130_16 EMPG - Supplemental
51,Fire Services,5130,Emergency Management,17 EMPG - Supplemental,51_5130_17 EMPG - Supplemental
51,Fire Services,5130,Emergency Management,17 HMEP - Hazardous Facility Study,51_5130_17 HMEP - Hazardous Facility Study
51,Fire Services,5130,Emergency Management,18 EMPG - Supplemental,51_5130_18 EMPG - Supplemental
51,Fire Services,5130,Emergency Management,18 Harris Grant,51_5130_18 Harris Grant
51,Fire Services,5130,Emergency Management,19 Harris Grant,51_5130_19 Harris Grant
51,Fire Services,5130,Emergency Management,20 Harris Grant,51_5130_20 Harris Grant
51,Fire Services,5130,Emergency Management,DPS - Tier II - 2015,51_5130_DPS - Tier II - 2015
51,Fire Services,5130,Emergency Management,DPS - Tier II - 2017,51_5130_DPS - Tier II - 2017
51,Fire Services,5130,Emergency Management,DPS - Tier II - 2018,51_5130_DPS - Tier II - 2018
51,Fire Services,5130,Emergency Management,DPS - Tier II - 2019,51_5130_DPS - Tier II - 2019
51,Fire Services,5130,Emergency Management,Emer Mgmt/MMRS Project,51_5130_Emer Mgmt/MMRS Project
51,Fire Services,5130,Emergency Management,Emergency Management,51_5130_Emergency Management
51,Fire Services,5130,Emergency Management,HSGP - Generator Project,51_5130_HSGP - Generator Project
51,Fire Services,5130,Emergency Management,LEPC Best Conference Donations,51_5130_LEPC Best Conference Donations
51,Fire Services,5130,Emergency Management,LEPC Support,51_5130_LEPC Support
51,Fire Services,5130,Emergency Management,Prog Energy/Harris Planning & Training,51_5130_Prog Energy/Harris Planning & Training
51,Fire Services,5130,Emergency Management,WakeMed - Web EOC Project,51_5130_WakeMed - Web EOC Project
52,Wake County Public School System,5210,Current Expense,WCPS Current Expense,52_5210_WCPS Current Expense
52,Wake County Public School System,5220,Capital Outlay (Non CIP),Operational Support Services (Fund 08),52_5220_Operational Support Services (Fund 08)
52,Wake County Public School System,5220,Capital Outlay (Non CIP),Operational Support Services (Fund 4),52_5220_Operational Support Services (Fund 4)
52,Wake County Public School System,5260,Non-programmed Charges,Payments to Other Gov'tal Units,52_5260_Payments to Other Gov'tal Units
52,Wake County Public School System,5260,Non-programmed Charges,Unbudgeted Funds,52_5260_Unbudgeted Funds
52,Wake County Public School System,5280,Instructional Services,Alternative Programs and Services,52_5280_Alternative Programs and Services
52,Wake County Public School System,5280,Instructional Services,Co-Curricular Services,52_5280_Co-Curricular Services
52,Wake County Public School System,5280,Instructional Services,Regular Instructional Services,52_5280_Regular Instructional Services
52,Wake County Public School System,5280,Instructional Services,School Leadership Services,52_5280_School Leadership Services
52,Wake County Public School System,5280,Instructional Services,School-Based Support Services,52_5280_School-Based Support Services
52,Wake County Public School System,5280,Instructional Services,Special Populations Services,52_5280_Special Populations Services
52,Wake County Public School System,5290,Systemwide Support Services,Accountability Services,52_5290_Accountability Services
52,Wake County Public School System,5290,Systemwide Support Services,Alt Prog & Ser Supp & Devel Serv,52_5290_Alt Prog & Ser Supp & Devel Serv
52,Wake County Public School System,5290,Systemwide Support Services,Financial and Human Resouce Services,52_5290_Financial and Human Resouce Services
52,Wake County Public School System,5290,Systemwide Support Services,Operational Support Services,52_5290_Operational Support Services
52,Wake County Public School System,5290,Systemwide Support Services,"Policy,Leadership & Public Relations","52_5290_Policy,Leadership & Public Relations"
52,Wake County Public School System,5290,Systemwide Support Services,Special Population Support & Development Services,52_5290_Special Population Support & Development Services
52,Wake County Public School System,5290,Systemwide Support Services,Support & Developmental Services,52_5290_Support & Developmental Services
52,Wake County Public School System,5290,Systemwide Support Services,Systemwide Pupil Support Services,52_5290_Systemwide Pupil Support Services
52,Wake County Public School System,5290,Systemwide Support Services,Technical Support Services,52_5290_Technical Support Services
53,Emergency Medical Services,5300,Emergency Medical Services,ACEP - EMS Surge Project,53_5300_ACEP - EMS Surge Project
53,Emergency Medical Services,5300,Emergency Medical Services,Advanced Practice Paramedic (APP),53_5300_Advanced Practice Paramedic (APP)
53,Emergency Medical Services,5300,Emergency Medical Services,Apex EMS,53_5300_Apex EMS
53,Emergency Medical Services,5300,Emergency Medical Services,CapRac Grant,53_5300_CapRac Grant
53,Emergency Medical Services,5300,Emergency Medical Services,Cary EMS,53_5300_Cary EMS
53,Emergency Medical Services,5300,Emergency Medical Services,Community Paramedicine,53_5300_Community Paramedicine
53,Emergency Medical Services,5300,Emergency Medical Services,Eastern Wake EMS,53_5300_Eastern Wake EMS
53,Emergency Medical Services,5300,Emergency Medical Services,EMS Communications,53_5300_EMS Communications
53,Emergency Medical Services,5300,Emergency Medical Services,EMS Data Transmission,53_5300_EMS Data Transmission
53,Emergency Medical Services,5300,Emergency Medical Services,EMS Division,53_5300_EMS Division
53,Emergency Medical Services,5300,Emergency Medical Services,EMS Subscription Program,53_5300_EMS Subscription Program
53,Emergency Medical Services,5300,Emergency Medical Services,EMS System Support/Management,53_5300_EMS System Support/Management
53,Emergency Medical Services,5300,Emergency Medical Services,EMS Week Donations,53_5300_EMS Week Donations
53,Emergency Medical Services,5300,Emergency Medical Services,Kate B Reynolds Foundation Grant,53_5300_Kate B Reynolds Foundation Grant
53,Emergency Medical Services,5300,Emergency Medical Services,NCDHHEMS Grant - UNC DEM,53_5300_NCDHHEMS Grant - UNC DEM
53,Emergency Medical Services,5300,Emergency Medical Services,NCDHHS Community Para Grant - Alliance,53_5300_NCDHHS Community Para Grant - Alliance
53,Emergency Medical Services,5300,Emergency Medical Services,NCDHHS Community Paramedicine Grant,53_5300_NCDHHS Community Paramedicine Grant
53,Emergency Medical Services,5300,Emergency Medical Services,Norfolk Southern Grant,53_5300_Norfolk Southern Grant
53,Emergency Medical Services,5300,Emergency Medical Services,Special Operations Revenue,53_5300_Special Operations Revenue
54,Wake Technical Community College,5410,Current Expense,WTCC Current Expense,54_5410_WTCC Current Expense
55,Public Safety Communications,5500,Public Safety Communications,800 MHZ Subfund,55_5500_800 MHZ Subfund
55,Public Safety Communications,5500,Public Safety Communications,CAD Subfund,55_5500_CAD Subfund
56,Debt Service,5610,Wake County Public Schools,WCPS Debt Service,56_5610_WCPS Debt Service
56,Debt Service,5620,Wake Tech Community College,WTCC Debt Service,56_5620_WTCC Debt Service
56,Debt Service,5630,Criminal Justice,Criminal Justice Debt Service,56_5630_Criminal Justice Debt Service
56,Debt Service,5640,Open Space,Open Space Debt Service,56_5640_Open Space Debt Service
56,Debt Service,5640,Open Space,"Parks, Recreation, Greenways, and Open Space Debt Service","56_5640_Parks, Recreation, Greenways, and Open Space Debt Service"
56,Debt Service,5650,Libraries,Libraries Debt Service,56_5650_Libraries Debt Service
56,Debt Service,5670,Other,Other Debt Service,56_5670_Other Debt Service
56,Debt Service,5680,Debt Refundings,Debt Refundings,56_5680_Debt Refundings
57,Emergency Management,5700,Emergency Management,13 EMPG - Supplemental,57_5700_13 EMPG - Supplemental
57,Emergency Management,5700,Emergency Management,14 EMPG - Supplemental,57_5700_14 EMPG - Supplemental
57,Emergency Management,5700,Emergency Management,15 EMPG - Supplemental,57_5700_15 EMPG - Supplemental
57,Emergency Management,5700,Emergency Management,17 Harris Program,57_5700_17 Harris Program
57,Emergency Management,5700,Emergency Management,Duke/Harris Training & Planning,57_5700_Duke/Harris Training & Planning
57,Emergency Management,5700,Emergency Management,Emergency Management,57_5700_Emergency Management
57,Emergency Management,5700,Emergency Management,LEPC Best Conference Donations,57_5700_LEPC Best Conference Donations
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2005,58_5801_Title I Adult 2005
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2006 H/S,58_5801_Title I Adult 2006 H/S
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2007 H/S,58_5801_Title I Adult 2007 H/S
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2008,58_5801_Title I Adult 2008
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2008 H/S,58_5801_Title I Adult 2008 H/S
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2011,58_5801_Title I Adult 2011
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2013,58_5801_Title I Adult 2013
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2013 H/S,58_5801_Title I Adult 2013 H/S
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2014,58_5801_Title I Adult 2014
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2015,58_5801_Title I Adult 2015
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2016,58_5801_Title I Adult 2016
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2017,58_5801_Title I Adult 2017
58,Capital Area Workforce Development,5801,Title I Adult,Title I Adult 2018,58_5801_Title I Adult 2018
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Wkrs 2005 H/S,58_5802_Title I Dislocated Wkrs 2005 H/S
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Workers 2014,58_5802_Title I Dislocated Workers 2014
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Workers 2015,58_5802_Title I Dislocated Workers 2015
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Workers 2016,58_5802_Title I Dislocated Workers 2016
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Workers 2017,58_5802_Title I Dislocated Workers 2017
58,Capital Area Workforce Development,5802,Title I Dislocated Worker,Title I Dislocated Workers 2018,58_5802_Title I Dislocated Workers 2018
58,Capital Area Workforce Development,5803,Title I Youth,ARRA - Title I Youth,58_5803_ARRA - Title I Youth
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2009,58_5803_Title I Youth 2009
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2014,58_5803_Title I Youth 2014
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2015,58_5803_Title I Youth 2015
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2016,58_5803_Title I Youth 2016
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2017,58_5803_Title I Youth 2017
58,Capital Area Workforce Development,5803,Title I Youth,Title I Youth 2018,58_5803_Title I Youth 2018
58,Capital Area Workforce Development,5804,Statewide Activities,2008-09 Joblink Chartering,58_5804_2008-09 Joblink Chartering
58,Capital Area Workforce Development,5804,Statewide Activities,2008-09 Performance Incentive,58_5804_2008-09 Performance Incentive
58,Capital Area Workforce Development,5804,Statewide Activities,2009 Business Svc Liaison Grant,58_5804_2009 Business Svc Liaison Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2010 (2050) Triangle WorkSource Project,58_5804_2010 (2050) Triangle WorkSource Project
58,Capital Area Workforce Development,5804,Statewide Activities,2010-11 Business Svc Liaison Grant,58_5804_2010-11 Business Svc Liaison Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2010-11 Performance Incentive,58_5804_2010-11 Performance Incentive
58,Capital Area Workforce Development,5804,Statewide Activities,2014 Incumbent Worker Training,58_5804_2014 Incumbent Worker Training
58,Capital Area Workforce Development,5804,Statewide Activities,2015 Incumbent Worker Training,58_5804_2015 Incumbent Worker Training
58,Capital Area Workforce Development,5804,Statewide Activities,2016 Apprenticeship Toolkit Project,58_5804_2016 Apprenticeship Toolkit Project
58,Capital Area Workforce Development,5804,Statewide Activities,2016 Incumbent Worker Training,58_5804_2016 Incumbent Worker Training
58,Capital Area Workforce Development,5804,Statewide Activities,2016 NCTAP,58_5804_2016 NCTAP
58,Capital Area Workforce Development,5804,Statewide Activities,2017 Cost Sharing DWS Brochures,58_5804_2017 Cost Sharing DWS Brochures
58,Capital Area Workforce Development,5804,Statewide Activities,2017 Incumbent Worker Training,58_5804_2017 Incumbent Worker Training
58,Capital Area Workforce Development,5804,Statewide Activities,2017 NC Works Partnership Initiative,58_5804_2017 NC Works Partnership Initiative
58,Capital Area Workforce Development,5804,Statewide Activities,2017 NC4ME Hiring Event,58_5804_2017 NC4ME Hiring Event
58,Capital Area Workforce Development,5804,Statewide Activities,2018 Business Services Grant,58_5804_2018 Business Services Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2018 Finish Line Grant,58_5804_2018 Finish Line Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2018 Infrastructure Cost Grant,58_5804_2018 Infrastructure Cost Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2018 Joint Strategic Planning Grant,58_5804_2018 Joint Strategic Planning Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2018 State Leadership Training Grant,58_5804_2018 State Leadership Training Grant
58,Capital Area Workforce Development,5804,Statewide Activities,2018 WIOA DW Contingency Fund,58_5804_2018 WIOA DW Contingency Fund
58,Capital Area Workforce Development,5804,Statewide Activities,Business Services - Work-Based Learning Initiatives,58_5804_Business Services - Work-Based Learning Initiatives
58,Capital Area Workforce Development,5804,Statewide Activities,Call Center Initiative - Access NCWorks 2017,58_5804_Call Center Initiative - Access NCWorks 2017
58,Capital Area Workforce Development,5804,Statewide Activities,Call Center Initiative - Access NCWorks 2018,58_5804_Call Center Initiative - Access NCWorks 2018
58,Capital Area Workforce Development,5804,Statewide Activities,Cyber Security Demo Initiative,58_5804_Cyber Security Demo Initiative
58,Capital Area Workforce Development,5804,Statewide Activities,Infrastructure Cost Grant,58_5804_Infrastructure Cost Grant
58,Capital Area Workforce Development,5804,Statewide Activities,NextGen Enhancement Planning Grant,58_5804_NextGen Enhancement Planning Grant
58,Capital Area Workforce Development,5804,Statewide Activities,Triangle Regional CP Collaborative,58_5804_Triangle Regional CP Collaborative
58,Capital Area Workforce Development,5805,Emergency Dislocated Workers,2008-09 Disclocated Worker Contingency Fund,58_5805_2008-09 Disclocated Worker Contingency Fund
58,Capital Area Workforce Development,5805,Emergency Dislocated Workers,2014-15 Emergency Dislocated Workers,58_5805_2014-15 Emergency Dislocated Workers
58,Capital Area Workforce Development,5805,Emergency Dislocated Workers,2016 WIOA DW Contingency Funds,58_5805_2016 WIOA DW Contingency Funds
58,Capital Area Workforce Development,5806,WIOA Administration,2014 WIA Admin Grant,58_5806_2014 WIA Admin Grant
58,Capital Area Workforce Development,5806,WIOA Administration,2015 WIOA Admin Grant,58_5806_2015 WIOA Admin Grant
58,Capital Area Workforce Development,5806,WIOA Administration,2016 WIOA Admin Grant,58_5806_2016 WIOA Admin Grant
58,Capital Area Workforce Development,5806,WIOA Administration,2017 WIOA Admin Grant,58_5806_2017 WIOA Admin Grant
58,Capital Area Workforce Development,5806,WIOA Administration,2018 WIOA Admin Grant,58_5806_2018 WIOA Admin Grant
58,Capital Area Workforce Development,5806,WIOA Administration,Healthcare Works 2011,58_5806_Healthcare Works 2011
58,Capital Area Workforce Development,5806,WIOA Administration,Special Activities Fund - 2013,58_5806_Special Activities Fund - 2013
58,Capital Area Workforce Development,5806,WIOA Administration,Special Activities Fund - 2014,58_5806_Special Activities Fund - 2014
58,Capital Area Workforce Development,5806,WIOA Administration,Workforce Investment Act Contingency,58_5806_Workforce Investment Act Contingency
58,Capital Area Workforce Development,5808,Cost Allocation,Cost Allocation,58_5808_Cost Allocation
58,Capital Area Workforce Development,5809,AmeriCorps,2009 AmeriCorp_Commission,58_5809_2009 AmeriCorp_Commission
58,Capital Area Workforce Development,5809,AmeriCorps,2015 Americorps - Commisson,58_5809_2015 Americorps - Commisson
58,Capital Area Workforce Development,5809,AmeriCorps,2016 Americorps - Commisson,58_5809_2016 Americorps - Commisson
58,Capital Area Workforce Development,5809,AmeriCorps,AmeriCorps Grant,58_5809_AmeriCorps Grant
