,transaction,items,day_time,day_type,date,sales
8280,4674,Coffee,Morning,Weekend,2017-01-14,2.2
8281,4674,Coffee,Morning,Weekend,2017-01-14,2.2
8282,4674,Tea,Morning,Weekend,2017-01-14,1.2
8283,4674,Scone,Morning,Weekend,2017-01-14,1.75
8284,4675,Coffee,Morning,Weekend,2017-01-14,2.2
8285,4676,Hot chocolate,Morning,Weekend,2017-01-14,1.9
8286,4676,Coffee,Morning,Weekend,2017-01-14,2.2
8287,4676,Bread,Morning,Weekend,2017-01-14,1.4
8288,4676,Scone,Morning,Weekend,2017-01-14,1.75
8289,4676,Cookies,Morning,Weekend,2017-01-14,1.25
8290,4677,Bread,Afternoon,Weekend,2017-01-14,1.4
8291,4678,Bread,Afternoon,Weekend,2017-01-14,1.4
8292,4679,Coffee,Afternoon,Weekend,2017-01-14,2.2
8294,4679,Pastry,Afternoon,Weekend,2017-01-14,2.2
8295,4680,Cake,Afternoon,Weekend,2017-01-14,2.5
8296,4680,Bread,Afternoon,Weekend,2017-01-14,1.4
8297,4680,Hot chocolate,Afternoon,Weekend,2017-01-14,1.9
8298,4680,Coffee,Afternoon,Weekend,2017-01-14,2.2
8299,4681,Cake,Afternoon,Weekend,2017-01-14,2.5
8300,4681,Farm House,Afternoon,Weekend,2017-01-14,2.9
8301,4682,Coffee,Afternoon,Weekend,2017-01-14,2.2
8302,4682,Pastry,Afternoon,Weekend,2017-01-14,2.2
8303,4683,Coffee,Afternoon,Weekend,2017-01-14,2.2
8305,4684,Tea,Afternoon,Weekend,2017-01-14,1.2
8306,4685,Coffee,Afternoon,Weekend,2017-01-14,2.2
8307,4686,Coffee,Afternoon,Weekend,2017-01-14,2.2
8308,4686,Coffee,Afternoon,Weekend,2017-01-14,2.2
8309,4687,Bread,Afternoon,Weekend,2017-01-14,1.4
8310,4687,Tea,Afternoon,Weekend,2017-01-14,1.2
8311,4688,Tea,Afternoon,Weekend,2017-01-14,1.2
8312,4689,Bread,Afternoon,Weekend,2017-01-14,1.4
8313,4690,Coffee,Afternoon,Weekend,2017-01-14,2.2
8314,4690,Tea,Afternoon,Weekend,2017-01-14,1.2
8315,4691,Bread,Afternoon,Weekend,2017-01-14,1.4
8316,4692,Coffee,Afternoon,Weekend,2017-01-14,2.2
8317,4692,Tea,Afternoon,Weekend,2017-01-14,1.2
8318,4692,Tea,Afternoon,Weekend,2017-01-14,1.2
8319,4692,Bread,Afternoon,Weekend,2017-01-14,1.4
8320,4692,Cake,Afternoon,Weekend,2017-01-14,2.5
8321,4693,Bread,Afternoon,Weekend,2017-01-14,1.4
8322,4694,Bread,Afternoon,Weekend,2017-01-14,1.4
8323,4695,Hot chocolate,Afternoon,Weekend,2017-01-14,1.9
8324,4696,Coffee,Afternoon,Weekend,2017-01-14,2.2
8325,4696,Coffee,Afternoon,Weekend,2017-01-14,2.2
8326,4696,Brownie,Afternoon,Weekend,2017-01-14,2.8
8327,4696,Pastry,Afternoon,Weekend,2017-01-14,2.2
8328,4696,Bread,Afternoon,Weekend,2017-01-14,1.4
8329,4697,Scone,Afternoon,Weekend,2017-01-14,1.75
8330,4698,Coffee,Afternoon,Weekend,2017-01-14,2.2
8331,4698,Brownie,Afternoon,Weekend,2017-01-14,2.8
8333,4698,Toast,Afternoon,Weekend,2017-01-14,1.0
8334,4698,Juice,Afternoon,Weekend,2017-01-14,2.4
8335,4699,Coffee,Afternoon,Weekend,2017-01-14,2.2
8336,4699,Coffee,Afternoon,Weekend,2017-01-14,2.2
8337,4699,Tea,Afternoon,Weekend,2017-01-14,1.2
8338,4699,Bread,Afternoon,Weekend,2017-01-14,1.4
8339,4699,Cake,Afternoon,Weekend,2017-01-14,2.5
8341,4699,Toast,Afternoon,Weekend,2017-01-14,1.0
8342,4701,Sandwich,Afternoon,Weekend,2017-01-14,3.8
8343,4701,Coffee,Afternoon,Weekend,2017-01-14,2.2
8344,4702,Juice,Afternoon,Weekend,2017-01-14,2.4
8345,4702,Hot chocolate,Afternoon,Weekend,2017-01-14,1.9
8346,4702,Coffee,Afternoon,Weekend,2017-01-14,2.2
8347,4703,Brownie,Afternoon,Weekend,2017-01-14,2.8
8348,4703,Bread,Afternoon,Weekend,2017-01-14,1.4
8349,4704,Coffee,Afternoon,Weekend,2017-01-14,2.2
8350,4704,Coffee,Afternoon,Weekend,2017-01-14,2.2
8351,4704,Cake,Afternoon,Weekend,2017-01-14,2.5
8352,4704,Sandwich,Afternoon,Weekend,2017-01-14,3.8
8353,4705,Coffee,Afternoon,Weekend,2017-01-14,2.2
8354,4707,Scone,Afternoon,Weekend,2017-01-14,1.75
8355,4707,Tea,Afternoon,Weekend,2017-01-14,1.2
8356,4708,Coffee,Afternoon,Weekend,2017-01-14,2.2
8357,4708,Sandwich,Afternoon,Weekend,2017-01-14,3.8
8358,4709,Tea,Afternoon,Weekend,2017-01-14,1.2
8359,4709,Bread,Afternoon,Weekend,2017-01-14,1.4
8360,4710,Coffee,Afternoon,Weekend,2017-01-14,2.2
8361,4711,Farm House,Afternoon,Weekend,2017-01-14,2.9
8362,4712,Bread,Afternoon,Weekend,2017-01-14,1.4
8363,4712,Cake,Afternoon,Weekend,2017-01-14,2.5
8365,4712,Bread,Afternoon,Weekend,2017-01-14,1.4
8366,4713,Coffee,Afternoon,Weekend,2017-01-14,2.2
8367,4713,Bread,Afternoon,Weekend,2017-01-14,1.4
8368,4713,Cake,Afternoon,Weekend,2017-01-14,2.5
8369,4715,Bread,Afternoon,Weekend,2017-01-14,1.4
8370,4717,Tea,Afternoon,Weekend,2017-01-14,1.2
8371,4717,Bread,Afternoon,Weekend,2017-01-14,1.4
8373,4719,Cake,Afternoon,Weekend,2017-01-14,2.5
8374,4721,Muffin,Afternoon,Weekend,2017-01-14,2.3
8375,4721,Cookies,Afternoon,Weekend,2017-01-14,1.25
8376,4722,Coffee,Afternoon,Weekend,2017-01-14,2.2
8377,4722,Cake,Afternoon,Weekend,2017-01-14,2.5
8378,4726,Coffee,Morning,Weekend,2017-01-15,2.2
8379,4726,Cake,Morning,Weekend,2017-01-15,2.5
8380,4727,Croissant,Morning,Weekend,2017-01-15,1.6
8381,4728,Cake,Morning,Weekend,2017-01-15,2.5
8382,4728,Bread,Morning,Weekend,2017-01-15,1.4
8383,4729,Bread,Morning,Weekend,2017-01-15,1.4
8384,4730,Coffee,Morning,Weekend,2017-01-15,2.2
8385,4731,Tea,Morning,Weekend,2017-01-15,1.2
8386,4731,Bread,Morning,Weekend,2017-01-15,1.4
8387,4732,Coffee,Morning,Weekend,2017-01-15,2.2
8388,4732,Bread,Morning,Weekend,2017-01-15,1.4
8389,4733,Coffee,Morning,Weekend,2017-01-15,2.2
8390,4734,Bread,Morning,Weekend,2017-01-15,1.4
8391,4734,Coffee,Morning,Weekend,2017-01-15,2.2
8392,4735,Coffee,Morning,Weekend,2017-01-15,2.2
8393,4735,Coffee,Morning,Weekend,2017-01-15,2.2
8394,4735,Bread,Morning,Weekend,2017-01-15,1.4
8395,4736,Coffee,Morning,Weekend,2017-01-15,2.2
8396,4736,Coffee,Morning,Weekend,2017-01-15,2.2
8397,4736,Juice,Morning,Weekend,2017-01-15,2.4
8398,4736,Cake,Morning,Weekend,2017-01-15,2.5
8399,4736,Scone,Morning,Weekend,2017-01-15,1.75
8400,4737,Coffee,Morning,Weekend,2017-01-15,2.2
8401,4737,Bread,Morning,Weekend,2017-01-15,1.4
8402,4738,Bread,Morning,Weekend,2017-01-15,1.4
8403,4738,Bread,Morning,Weekend,2017-01-15,1.4
8404,4739,Bread,Morning,Weekend,2017-01-15,1.4
8405,4740,Bread,Morning,Weekend,2017-01-15,1.4
8406,4740,Farm House,Morning,Weekend,2017-01-15,2.9
8407,4741,Croissant,Morning,Weekend,2017-01-15,1.6
8408,4741,Pastry,Morning,Weekend,2017-01-15,2.2
8409,4741,Coffee,Morning,Weekend,2017-01-15,2.2
8410,4741,Coffee,Morning,Weekend,2017-01-15,2.2
8411,4741,Bread,Morning,Weekend,2017-01-15,1.4
8412,4742,Coffee,Afternoon,Weekend,2017-01-15,2.2
8413,4742,Bread,Afternoon,Weekend,2017-01-15,1.4
8414,4742,Farm House,Afternoon,Weekend,2017-01-15,2.9
8415,4743,Coffee,Afternoon,Weekend,2017-01-15,2.2
8416,4743,Pastry,Afternoon,Weekend,2017-01-15,2.2
8417,4744,Pastry,Afternoon,Weekend,2017-01-15,2.2
8418,4744,Bread,Afternoon,Weekend,2017-01-15,1.4
8419,4745,Bread,Afternoon,Weekend,2017-01-15,1.4
8420,4746,Coffee,Afternoon,Weekend,2017-01-15,2.2
8421,4746,Bread,Afternoon,Weekend,2017-01-15,1.4
8422,4747,Coffee,Afternoon,Weekend,2017-01-15,2.2
8423,4748,Bread,Afternoon,Weekend,2017-01-15,1.4
8424,4748,Juice,Afternoon,Weekend,2017-01-15,2.4
8425,4748,Brownie,Afternoon,Weekend,2017-01-15,2.8
8426,4749,Toast,Afternoon,Weekend,2017-01-15,1.0
8427,4749,Pastry,Afternoon,Weekend,2017-01-15,2.2
8428,4749,Coffee,Afternoon,Weekend,2017-01-15,2.2
8429,4749,Bread,Afternoon,Weekend,2017-01-15,1.4
8430,4750,Coffee,Afternoon,Weekend,2017-01-15,2.2
8431,4750,Cake,Afternoon,Weekend,2017-01-15,2.5
8432,4751,Coffee,Afternoon,Weekend,2017-01-15,2.2
8433,4752,Coffee,Afternoon,Weekend,2017-01-15,2.2
8434,4752,Cake,Afternoon,Weekend,2017-01-15,2.5
8435,4753,Pastry,Afternoon,Weekend,2017-01-15,2.2
8436,4753,Tea,Afternoon,Weekend,2017-01-15,1.2
8437,4753,Coffee,Afternoon,Weekend,2017-01-15,2.2
8438,4753,Bread,Afternoon,Weekend,2017-01-15,1.4
8439,4754,Coffee,Afternoon,Weekend,2017-01-15,2.2
8441,4756,Croissant,Afternoon,Weekend,2017-01-15,1.6
8442,4756,Muffin,Afternoon,Weekend,2017-01-15,2.3
8443,4756,Sandwich,Afternoon,Weekend,2017-01-15,3.8
8444,4757,Bread,Afternoon,Weekend,2017-01-15,1.4
8445,4758,Coffee,Afternoon,Weekend,2017-01-15,2.2
8446,4758,Tea,Afternoon,Weekend,2017-01-15,1.2
8447,4758,Juice,Afternoon,Weekend,2017-01-15,2.4
8449,4760,Truffles,Afternoon,Weekend,2017-01-15,3.95
8450,4760,Bread,Afternoon,Weekend,2017-01-15,1.4
8451,4760,Scone,Afternoon,Weekend,2017-01-15,1.75
8452,4760,Bread,Afternoon,Weekend,2017-01-15,1.4
8453,4761,Coffee,Afternoon,Weekend,2017-01-15,2.2
8454,4761,Cookies,Afternoon,Weekend,2017-01-15,1.25
8455,4762,Bread,Afternoon,Weekend,2017-01-15,1.4
8456,4762,Toast,Afternoon,Weekend,2017-01-15,1.0
8457,4763,Coffee,Afternoon,Weekend,2017-01-15,2.2
8458,4763,Bread,Afternoon,Weekend,2017-01-15,1.4
8459,4763,Bread,Afternoon,Weekend,2017-01-15,1.4
8460,4764,Coffee,Afternoon,Weekend,2017-01-15,2.2
8461,4764,Truffles,Afternoon,Weekend,2017-01-15,3.95
8462,4765,Scone,Afternoon,Weekend,2017-01-15,1.75
8463,4765,Bread,Afternoon,Weekend,2017-01-15,1.4
8464,4765,Bread,Afternoon,Weekend,2017-01-15,1.4
8465,4766,Coffee,Afternoon,Weekend,2017-01-15,2.2
8466,4766,Tea,Afternoon,Weekend,2017-01-15,1.2
8467,4766,Cake,Afternoon,Weekend,2017-01-15,2.5
8468,4767,Coffee,Afternoon,Weekend,2017-01-15,2.2
8469,4768,Bread,Afternoon,Weekend,2017-01-15,1.4
8470,4769,Croissant,Afternoon,Weekend,2017-01-15,1.6
8472,4769,Coffee,Afternoon,Weekend,2017-01-15,2.2
8473,4769,Tea,Afternoon,Weekend,2017-01-15,1.2
8474,4770,Brownie,Afternoon,Weekend,2017-01-15,2.8
8476,4770,Hot chocolate,Afternoon,Weekend,2017-01-15,1.9
8477,4770,Tea,Afternoon,Weekend,2017-01-15,1.2
8478,4770,Bread,Afternoon,Weekend,2017-01-15,1.4
8479,4771,Coffee,Morning,Weekday,2017-01-16,2.2
8480,4771,Scone,Morning,Weekday,2017-01-16,1.75
8481,4772,Bread,Morning,Weekday,2017-01-16,1.4
8482,4774,Bread,Morning,Weekday,2017-01-16,1.4
8483,4775,Coffee,Morning,Weekday,2017-01-16,2.2
8484,4776,Bread,Morning,Weekday,2017-01-16,1.4
8485,4777,Bread,Morning,Weekday,2017-01-16,1.4
8486,4778,Bread,Morning,Weekday,2017-01-16,1.4
8488,4779,Bread,Morning,Weekday,2017-01-16,1.4
8489,4779,Cookies,Morning,Weekday,2017-01-16,1.25
8490,4780,Coffee,Morning,Weekday,2017-01-16,2.2
8491,4781,Coffee,Morning,Weekday,2017-01-16,2.2
8492,4782,Coffee,Morning,Weekday,2017-01-16,2.2
8493,4782,Croissant,Morning,Weekday,2017-01-16,1.6
8494,4782,Cookies,Morning,Weekday,2017-01-16,1.25
8495,4783,Cookies,Morning,Weekday,2017-01-16,1.25
8496,4783,Coffee,Morning,Weekday,2017-01-16,2.2
8497,4783,Bread,Morning,Weekday,2017-01-16,1.4
8498,4783,Juice,Morning,Weekday,2017-01-16,2.4
8499,4784,Hot chocolate,Morning,Weekday,2017-01-16,1.9
8500,4784,Hot chocolate,Morning,Weekday,2017-01-16,1.9
8501,4784,Cookies,Morning,Weekday,2017-01-16,1.25
8502,4785,Bread,Morning,Weekday,2017-01-16,1.4
8503,4786,Coffee,Morning,Weekday,2017-01-16,2.2
8504,4787,Tea,Morning,Weekday,2017-01-16,1.2
8505,4787,Cake,Morning,Weekday,2017-01-16,2.5
8506,4788,Cookies,Morning,Weekday,2017-01-16,1.25
8507,4788,Tea,Morning,Weekday,2017-01-16,1.2
8508,4789,Coffee,Morning,Weekday,2017-01-16,2.2
8509,4790,Bread,Afternoon,Weekday,2017-01-16,1.4
8510,4790,Croissant,Afternoon,Weekday,2017-01-16,1.6
8511,4791,Scone,Afternoon,Weekday,2017-01-16,1.75
8512,4791,Coffee,Afternoon,Weekday,2017-01-16,2.2
8513,4791,Tea,Afternoon,Weekday,2017-01-16,1.2
8514,4792,Bread,Afternoon,Weekday,2017-01-16,1.4
8515,4792,Brownie,Afternoon,Weekday,2017-01-16,2.8
8516,4793,Sandwich,Afternoon,Weekday,2017-01-16,3.8
8517,4794,Coffee,Afternoon,Weekday,2017-01-16,2.2
8518,4795,Toast,Afternoon,Weekday,2017-01-16,1.0
8519,4796,Bread,Afternoon,Weekday,2017-01-16,1.4
8520,4797,Bread,Afternoon,Weekday,2017-01-16,1.4
8521,4798,Coffee,Afternoon,Weekday,2017-01-16,2.2
8522,4798,Coffee,Afternoon,Weekday,2017-01-16,2.2
8523,4799,Coffee,Afternoon,Weekday,2017-01-16,2.2
8524,4800,Tea,Afternoon,Weekday,2017-01-16,1.2
8525,4800,Bread,Afternoon,Weekday,2017-01-16,1.4
8526,4801,Coffee,Afternoon,Weekday,2017-01-16,2.2
8527,4802,Coke,Afternoon,Weekday,2017-01-16,1.1
8528,4803,Bread,Afternoon,Weekday,2017-01-16,1.4
8529,4804,Bread,Afternoon,Weekday,2017-01-16,1.4
8530,4804,Croissant,Afternoon,Weekday,2017-01-16,1.6
8532,4805,Croissant,Afternoon,Weekday,2017-01-16,1.6
8533,4806,Coffee,Afternoon,Weekday,2017-01-16,2.2
8534,4807,Bread,Afternoon,Weekday,2017-01-16,1.4
8535,4807,Coffee,Afternoon,Weekday,2017-01-16,2.2
8536,4808,Coke,Afternoon,Weekday,2017-01-16,1.1
8537,4808,Tea,Afternoon,Weekday,2017-01-16,1.2
8538,4811,Truffles,Afternoon,Weekday,2017-01-16,3.95
8539,4812,Muffin,Afternoon,Weekday,2017-01-16,2.3
8541,4813,Bread,Afternoon,Weekday,2017-01-16,1.4
8542,4814,Bread,Afternoon,Weekday,2017-01-16,1.4
8543,4816,Coffee,Morning,Weekday,2017-01-17,2.2
8544,4816,Pastry,Morning,Weekday,2017-01-17,2.2
8545,4817,Tea,Morning,Weekday,2017-01-17,1.2
8546,4817,Coffee,Morning,Weekday,2017-01-17,2.2
8547,4817,Coffee,Morning,Weekday,2017-01-17,2.2
8548,4818,Coffee,Morning,Weekday,2017-01-17,2.2
8549,4818,Toast,Morning,Weekday,2017-01-17,1.0
8550,4819,Coffee,Morning,Weekday,2017-01-17,2.2
8551,4819,Coffee,Morning,Weekday,2017-01-17,2.2
8552,4820,Coffee,Morning,Weekday,2017-01-17,2.2
8553,4820,Pastry,Morning,Weekday,2017-01-17,2.2
8554,4821,Sandwich,Morning,Weekday,2017-01-17,3.8
8555,4821,Bread,Morning,Weekday,2017-01-17,1.4
8556,4822,Coffee,Morning,Weekday,2017-01-17,2.2
8557,4822,Coffee,Morning,Weekday,2017-01-17,2.2
8559,4823,Bread,Morning,Weekday,2017-01-17,1.4
8560,4823,Croissant,Morning,Weekday,2017-01-17,1.6
8561,4824,Bread,Morning,Weekday,2017-01-17,1.4
8562,4825,Tea,Morning,Weekday,2017-01-17,1.2
8563,4826,Coffee,Morning,Weekday,2017-01-17,2.2
8564,4826,Coffee,Morning,Weekday,2017-01-17,2.2
8567,4828,Bread,Morning,Weekday,2017-01-17,1.4
8568,4830,Coffee,Morning,Weekday,2017-01-17,2.2
8569,4831,Coffee,Afternoon,Weekday,2017-01-17,2.2
8570,4831,Coffee,Afternoon,Weekday,2017-01-17,2.2
8571,4832,Coffee,Afternoon,Weekday,2017-01-17,2.2
8572,4832,Cake,Afternoon,Weekday,2017-01-17,2.5
8573,4833,Bread,Afternoon,Weekday,2017-01-17,1.4
8574,4834,Coffee,Afternoon,Weekday,2017-01-17,2.2
8575,4834,Coffee,Afternoon,Weekday,2017-01-17,2.2
8576,4834,Toast,Afternoon,Weekday,2017-01-17,1.0
8577,4834,Sandwich,Afternoon,Weekday,2017-01-17,3.8
8578,4835,Coffee,Afternoon,Weekday,2017-01-17,2.2
8579,4835,Sandwich,Afternoon,Weekday,2017-01-17,3.8
8580,4835,Cake,Afternoon,Weekday,2017-01-17,2.5
8581,4836,Bread,Afternoon,Weekday,2017-01-17,1.4
8582,4837,Sandwich,Afternoon,Weekday,2017-01-17,3.8
8583,4837,Truffles,Afternoon,Weekday,2017-01-17,3.95
8584,4838,Sandwich,Afternoon,Weekday,2017-01-17,3.8
8585,4838,Coffee,Afternoon,Weekday,2017-01-17,2.2
8586,4839,Muffin,Afternoon,Weekday,2017-01-17,2.3
8587,4839,Cookies,Afternoon,Weekday,2017-01-17,1.25
8588,4839,Bread,Afternoon,Weekday,2017-01-17,1.4
8589,4839,Hot chocolate,Afternoon,Weekday,2017-01-17,1.9
8590,4840,Farm House,Afternoon,Weekday,2017-01-17,2.9
8591,4841,Truffles,Afternoon,Weekday,2017-01-17,3.95
8592,4841,Cake,Afternoon,Weekday,2017-01-17,2.5
8594,4841,Coffee,Afternoon,Weekday,2017-01-17,2.2
8595,4842,Tea,Afternoon,Weekday,2017-01-17,1.2
8596,4843,Sandwich,Afternoon,Weekday,2017-01-17,3.8
8597,4843,Bread,Afternoon,Weekday,2017-01-17,1.4
8598,4843,Coffee,Afternoon,Weekday,2017-01-17,2.2
8600,4844,Coffee,Afternoon,Weekday,2017-01-17,2.2
8601,4844,Bread,Afternoon,Weekday,2017-01-17,1.4
8602,4844,Toast,Afternoon,Weekday,2017-01-17,1.0
8603,4845,Coffee,Afternoon,Weekday,2017-01-17,2.2
8604,4845,Cake,Afternoon,Weekday,2017-01-17,2.5
8605,4846,Truffles,Afternoon,Weekday,2017-01-17,3.95
8606,4846,Coffee,Afternoon,Weekday,2017-01-17,2.2
8608,4847,Coffee,Afternoon,Weekday,2017-01-17,2.2
8609,4847,Tea,Afternoon,Weekday,2017-01-17,1.2
8610,4848,Coffee,Afternoon,Weekday,2017-01-17,2.2
8611,4848,Pastry,Afternoon,Weekday,2017-01-17,2.2
8612,4849,Coffee,Afternoon,Weekday,2017-01-17,2.2
8613,4850,Coffee,Afternoon,Weekday,2017-01-17,2.2
8614,4851,Coffee,Afternoon,Weekday,2017-01-17,2.2
8615,4852,Coffee,Afternoon,Weekday,2017-01-17,2.2
8616,4852,Soup,Afternoon,Weekday,2017-01-17,2.75
8617,4852,Cake,Afternoon,Weekday,2017-01-17,2.5
8618,4853,Tea,Afternoon,Weekday,2017-01-17,1.2
8619,4854,Coffee,Afternoon,Weekday,2017-01-17,2.2
8620,4855,Tea,Afternoon,Weekday,2017-01-17,1.2
8621,4856,Coffee,Afternoon,Weekday,2017-01-17,2.2
8622,4857,Tea,Afternoon,Weekday,2017-01-17,1.2
8623,4857,Bread,Afternoon,Weekday,2017-01-17,1.4
8624,4857,Cake,Afternoon,Weekday,2017-01-17,2.5
8625,4858,Bread,Afternoon,Weekday,2017-01-17,1.4
8626,4859,Tea,Evening,Weekday,2017-01-17,1.2
8627,4860,Bread,Morning,Weekday,2017-01-18,1.4
8628,4861,Coffee,Morning,Weekday,2017-01-18,2.2
8629,4862,Bread,Morning,Weekday,2017-01-18,1.4
8630,4863,Tea,Morning,Weekday,2017-01-18,1.2
8631,4863,Coffee,Morning,Weekday,2017-01-18,2.2
8632,4863,Coffee,Morning,Weekday,2017-01-18,2.2
8633,4863,Muffin,Morning,Weekday,2017-01-18,2.3
8634,4863,Cake,Morning,Weekday,2017-01-18,2.5
8636,4865,Bread,Morning,Weekday,2017-01-18,1.4
8637,4865,Bread,Morning,Weekday,2017-01-18,1.4
8638,4866,Farm House,Morning,Weekday,2017-01-18,2.9
8639,4867,Tea,Morning,Weekday,2017-01-18,1.2
8640,4868,Tea,Morning,Weekday,2017-01-18,1.2
8641,4868,Coffee,Morning,Weekday,2017-01-18,2.2
8642,4869,Croissant,Morning,Weekday,2017-01-18,1.6
8643,4869,Coffee,Morning,Weekday,2017-01-18,2.2
8644,4869,Tea,Morning,Weekday,2017-01-18,1.2
8645,4870,Bread,Morning,Weekday,2017-01-18,1.4
8646,4871,Pastry,Morning,Weekday,2017-01-18,2.2
8647,4871,Muffin,Morning,Weekday,2017-01-18,2.3
8648,4871,Coffee,Morning,Weekday,2017-01-18,2.2
8649,4871,Tea,Morning,Weekday,2017-01-18,1.2
8650,4872,Coffee,Morning,Weekday,2017-01-18,2.2
8651,4872,Tea,Morning,Weekday,2017-01-18,1.2
8652,4873,Hot chocolate,Morning,Weekday,2017-01-18,1.9
8653,4873,Coke,Morning,Weekday,2017-01-18,1.1
8654,4873,Cake,Morning,Weekday,2017-01-18,2.5
8655,4874,Soup,Morning,Weekday,2017-01-18,2.75
8656,4874,Pastry,Morning,Weekday,2017-01-18,2.2
8657,4874,Tea,Morning,Weekday,2017-01-18,1.2
8658,4875,Sandwich,Morning,Weekday,2017-01-18,3.8
8660,4876,Sandwich,Afternoon,Weekday,2017-01-18,3.8
8661,4877,Bread,Afternoon,Weekday,2017-01-18,1.4
8662,4878,Coffee,Afternoon,Weekday,2017-01-18,2.2
8663,4878,Juice,Afternoon,Weekday,2017-01-18,2.4
8664,4878,Sandwich,Afternoon,Weekday,2017-01-18,3.8
8665,4879,Tea,Afternoon,Weekday,2017-01-18,1.2
8666,4879,Coffee,Afternoon,Weekday,2017-01-18,2.2
8667,4879,Soup,Afternoon,Weekday,2017-01-18,2.75
8668,4880,Coffee,Afternoon,Weekday,2017-01-18,2.2
8669,4880,Cookies,Afternoon,Weekday,2017-01-18,1.25
8670,4881,Tea,Afternoon,Weekday,2017-01-18,1.2
8671,4881,Cookies,Afternoon,Weekday,2017-01-18,1.25
8672,4882,Cake,Afternoon,Weekday,2017-01-18,2.5
8673,4883,Cake,Afternoon,Weekday,2017-01-18,2.5
8674,4883,Coffee,Afternoon,Weekday,2017-01-18,2.2
8675,4883,Coke,Afternoon,Weekday,2017-01-18,1.1
8676,4883,Tea,Afternoon,Weekday,2017-01-18,1.2
8677,4884,Coffee,Afternoon,Weekday,2017-01-18,2.2
8678,4885,Coke,Afternoon,Weekday,2017-01-18,1.1
8679,4885,Sandwich,Afternoon,Weekday,2017-01-18,3.8
8680,4886,Croissant,Afternoon,Weekday,2017-01-18,1.6
8681,4886,Cookies,Afternoon,Weekday,2017-01-18,1.25
8682,4886,Juice,Afternoon,Weekday,2017-01-18,2.4
8683,4886,Tea,Afternoon,Weekday,2017-01-18,1.2
8684,4887,Muffin,Afternoon,Weekday,2017-01-18,2.3
8685,4887,Cake,Afternoon,Weekday,2017-01-18,2.5
8686,4887,Bread,Afternoon,Weekday,2017-01-18,1.4
8687,4887,Hot chocolate,Afternoon,Weekday,2017-01-18,1.9
8688,4888,Coffee,Afternoon,Weekday,2017-01-18,2.2
8689,4888,Coffee,Afternoon,Weekday,2017-01-18,2.2
8690,4888,Cake,Afternoon,Weekday,2017-01-18,2.5
8691,4889,Cake,Afternoon,Weekday,2017-01-18,2.5
8692,4890,Cake,Afternoon,Weekday,2017-01-18,2.5
8693,4890,Tea,Afternoon,Weekday,2017-01-18,1.2
8694,4891,Coffee,Afternoon,Weekday,2017-01-18,2.2
8695,4891,Tea,Afternoon,Weekday,2017-01-18,1.2
8696,4891,Coffee,Afternoon,Weekday,2017-01-18,2.2
8697,4891,Cake,Afternoon,Weekday,2017-01-18,2.5
8698,4891,Cookies,Afternoon,Weekday,2017-01-18,1.25
8699,4892,Cookies,Evening,Weekday,2017-01-18,1.25
8700,4892,Tea,Evening,Weekday,2017-01-18,1.2
8701,4894,Pastry,Morning,Weekday,2017-01-19,2.2
8702,4894,Toast,Morning,Weekday,2017-01-19,1.0
8703,4894,Coffee,Morning,Weekday,2017-01-19,2.2
8704,4895,Tea,Morning,Weekday,2017-01-19,1.2
8705,4895,Sandwich,Morning,Weekday,2017-01-19,3.8
8706,4896,Tea,Morning,Weekday,2017-01-19,1.2
8707,4896,Hot chocolate,Morning,Weekday,2017-01-19,1.9
8708,4896,Sandwich,Morning,Weekday,2017-01-19,3.8
8709,4897,Coffee,Morning,Weekday,2017-01-19,2.2
8710,4897,Croissant,Morning,Weekday,2017-01-19,1.6
8711,4898,Bread,Morning,Weekday,2017-01-19,1.4
8712,4899,Coffee,Morning,Weekday,2017-01-19,2.2
8713,4900,Coffee,Morning,Weekday,2017-01-19,2.2
8714,4900,Toast,Morning,Weekday,2017-01-19,1.0
8715,4901,Coffee,Morning,Weekday,2017-01-19,2.2
8716,4901,Coffee,Morning,Weekday,2017-01-19,2.2
8717,4901,Pastry,Morning,Weekday,2017-01-19,2.2
8718,4902,Bread,Morning,Weekday,2017-01-19,1.4
8719,4903,Farm House,Morning,Weekday,2017-01-19,2.9
8720,4904,Bread,Morning,Weekday,2017-01-19,1.4
8721,4904,Cookies,Morning,Weekday,2017-01-19,1.25
8722,4905,Bread,Morning,Weekday,2017-01-19,1.4
8723,4906,Hot chocolate,Morning,Weekday,2017-01-19,1.9
8724,4906,Hot chocolate,Morning,Weekday,2017-01-19,1.9
8725,4906,Cake,Morning,Weekday,2017-01-19,2.5
8726,4907,Pastry,Morning,Weekday,2017-01-19,2.2
8727,4907,Cake,Morning,Weekday,2017-01-19,2.5
8728,4908,Tea,Morning,Weekday,2017-01-19,1.2
8729,4909,Tea,Morning,Weekday,2017-01-19,1.2
8730,4909,Cake,Morning,Weekday,2017-01-19,2.5
8731,4909,Juice,Morning,Weekday,2017-01-19,2.4
8732,4911,Cake,Morning,Weekday,2017-01-19,2.5
8733,4911,Muffin,Morning,Weekday,2017-01-19,2.3
8734,4912,Coffee,Morning,Weekday,2017-01-19,2.2
8735,4912,Coke,Morning,Weekday,2017-01-19,1.1
8736,4912,Juice,Morning,Weekday,2017-01-19,2.4
8737,4912,Truffles,Morning,Weekday,2017-01-19,3.95
8738,4912,Croissant,Morning,Weekday,2017-01-19,1.6
