,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region
6002,4,h,700000.0,30/07/2016,12.6,4.0,1.0,5.0,650.0,,,Brimbank,Western
6003,2,h,435000.0,30/07/2016,12.6,2.0,1.0,1.0,155.0,,1940.0,Brimbank,Western
6004,4,h,1001000.0,30/07/2016,12.6,2.0,2.0,2.0,581.0,97.0,,Brimbank,Western
6005,3,h,591500.0,30/07/2016,12.6,3.0,1.0,2.0,427.0,,,Brimbank,Western
6006,4,h,716000.0,3/09/2016,13.3,4.0,1.0,1.0,683.0,,,Brimbank,Western
6007,3,h,701000.0,4/03/2017,13.3,3.0,2.0,0.0,630.0,,,Brimbank,Western
6008,3,h,555000.0,4/06/2016,13.3,3.0,1.0,1.0,565.0,,,Brimbank,Western
6009,3,h,490000.0,4/06/2016,13.3,3.0,1.0,2.0,541.0,,,Brimbank,Western
6010,3,h,620500.0,4/06/2016,13.3,3.0,1.0,1.0,609.0,,,Brimbank,Western
6011,3,h,480000.0,6/08/2016,13.3,3.0,1.0,2.0,546.0,99.0,1978.0,Brimbank,Western
6012,2,h,435000.0,6/08/2016,13.3,2.0,1.0,4.0,343.0,81.0,1960.0,Brimbank,Western
6013,3,h,607000.0,7/05/2016,13.3,3.0,1.0,2.0,575.0,,,Brimbank,Western
6014,3,h,600000.0,7/05/2016,13.3,3.0,1.0,3.0,634.0,,,Brimbank,Western
6015,2,h,560000.0,7/05/2016,13.3,2.0,1.0,1.0,615.0,106.0,1970.0,Brimbank,Western
6016,4,h,626800.0,7/11/2016,13.3,4.0,1.0,2.0,581.0,130.0,1950.0,Brimbank,Western
6017,3,h,670000.0,8/10/2016,13.3,3.0,1.0,2.0,532.0,,,Brimbank,Western
6018,3,h,571500.0,8/10/2016,13.3,3.0,2.0,2.0,528.0,137.0,1990.0,Brimbank,Western
6019,2,u,315000.0,8/10/2016,13.3,2.0,1.0,1.0,14.0,,,Brimbank,Western
6020,3,h,630000.0,10/12/2016,13.3,3.0,1.0,4.0,625.0,,,Brimbank,Western
6021,3,h,685000.0,10/12/2016,13.3,3.0,1.0,3.0,592.0,,,Brimbank,Western
6022,3,h,690000.0,10/12/2016,13.3,3.0,1.0,3.0,629.0,,,Brimbank,Western
6023,5,h,605000.0,10/12/2016,13.3,5.0,2.0,2.0,661.0,133.0,1960.0,Brimbank,Western
6024,3,h,808000.0,10/12/2016,13.3,3.0,1.0,2.0,692.0,,,Brimbank,Western
6025,3,h,790000.0,11/03/2017,13.3,3.0,1.0,2.0,568.0,,,Brimbank,Western
6026,3,h,600000.0,12/11/2016,13.3,3.0,1.0,2.0,751.0,112.0,1960.0,Brimbank,Western
6027,3,h,650000.0,12/11/2016,13.3,3.0,1.0,0.0,598.0,112.0,1950.0,Brimbank,Western
6028,4,h,640000.0,12/11/2016,13.3,4.0,1.0,1.0,609.0,,,Brimbank,Western
6029,4,h,736000.0,12/11/2016,13.3,4.0,1.0,2.0,615.0,133.0,1955.0,Brimbank,Western
6030,3,h,605000.0,12/11/2016,13.3,3.0,1.0,1.0,617.0,,,Brimbank,Western
6031,3,h,650000.0,14/05/2016,13.3,3.0,1.0,1.0,611.0,,,Brimbank,Western
6032,3,h,725000.0,15/10/2016,13.3,3.0,1.0,1.0,668.0,,,Brimbank,Western
6033,2,h,715000.0,15/10/2016,13.3,2.0,1.0,2.0,588.0,,,Brimbank,Western
6034,4,h,735000.0,16/04/2016,13.3,4.0,2.0,5.0,635.0,201.0,1975.0,Brimbank,Western
6035,3,h,635800.0,16/04/2016,13.3,3.0,1.0,1.0,602.0,,,Brimbank,Western
6036,3,h,432500.0,16/07/2016,13.3,3.0,1.0,1.0,581.0,,,Brimbank,Western
6037,3,h,621000.0,17/09/2016,13.3,3.0,1.0,1.0,619.0,,,Brimbank,Western
6038,3,h,580000.0,18/03/2017,13.3,3.0,1.0,1.0,0.0,,,Brimbank,Western
6039,3,h,680000.0,18/03/2017,13.3,3.0,1.0,2.0,553.0,105.0,,Brimbank,Western
6040,3,h,700000.0,18/06/2016,13.3,3.0,1.0,2.0,538.0,111.0,1975.0,Brimbank,Western
6041,3,h,650000.0,19/11/2016,13.3,3.0,1.0,2.0,476.0,,,Brimbank,Western
6042,2,h,1190000.0,19/11/2016,13.3,2.0,1.0,6.0,968.0,141.0,1950.0,Brimbank,Western
6043,3,h,591000.0,22/05/2016,13.3,3.0,1.0,2.0,673.0,673.0,1970.0,Brimbank,Western
6044,3,h,665000.0,22/05/2016,13.3,3.0,1.0,2.0,707.0,101.0,1940.0,Brimbank,Western
6045,3,h,710000.0,22/08/2016,13.3,3.0,1.0,1.0,610.0,,,Brimbank,Western
6046,4,h,705000.0,25/02/2017,13.3,4.0,2.0,1.0,570.0,,,Brimbank,Western
6047,3,h,520000.0,25/02/2017,13.3,3.0,1.0,1.0,535.0,,,Brimbank,Western
6048,3,h,620000.0,26/07/2016,13.3,3.0,3.0,2.0,221.0,155.0,2011.0,Brimbank,Western
6049,3,h,503000.0,27/06/2016,13.3,3.0,1.0,1.0,251.0,90.0,1945.0,Brimbank,Western
6050,5,h,1000000.0,28/05/2016,13.3,4.0,2.0,1.0,786.0,295.0,1999.0,Brimbank,Western
6051,3,h,650000.0,28/08/2016,13.3,3.0,1.0,1.0,556.0,,,Brimbank,Western
6052,3,h,871000.0,28/08/2016,13.3,3.0,1.0,2.0,694.0,,,Brimbank,Western
6053,3,h,496000.0,3/09/2016,13.5,3.0,1.0,2.0,780.0,,,Brimbank,Western
6054,3,h,488000.0,3/12/2016,13.5,3.0,1.0,2.0,538.0,,,Brimbank,Western
6055,3,h,560000.0,3/12/2016,13.5,3.0,1.0,3.0,582.0,115.0,1970.0,Brimbank,Western
6056,3,h,615000.0,3/12/2016,13.5,3.0,2.0,6.0,667.0,152.0,1975.0,Brimbank,Western
6057,3,t,450000.0,4/06/2016,13.5,3.0,3.0,1.0,344.0,178.0,2004.0,Brimbank,Western
6058,3,h,581000.0,7/05/2016,13.5,3.0,1.0,4.0,656.0,,1970.0,Brimbank,Western
6059,4,h,625000.0,7/11/2016,13.5,4.0,2.0,2.0,611.0,,1960.0,Brimbank,Western
6060,4,h,645400.0,7/11/2016,13.5,4.0,2.0,3.0,765.0,,,Brimbank,Western
6061,3,h,680000.0,7/11/2016,13.5,3.0,1.0,2.0,726.0,144.0,1966.0,Brimbank,Western
6062,3,h,620000.0,8/10/2016,13.5,3.0,1.0,4.0,699.0,125.0,1960.0,Brimbank,Western
6063,3,u,545000.0,10/12/2016,13.5,3.0,2.0,1.0,240.0,131.0,2011.0,Brimbank,Western
6064,5,h,621000.0,10/12/2016,13.5,5.0,2.0,2.0,596.0,176.0,1997.0,Brimbank,Western
6065,3,h,515000.0,10/12/2016,13.5,3.0,1.0,1.0,620.0,106.0,,Brimbank,Western
6066,4,h,601000.0,11/03/2017,13.5,4.0,1.0,4.0,520.0,,,Brimbank,Western
6067,3,h,687000.0,12/11/2016,13.5,3.0,1.0,1.0,695.0,102.0,1950.0,Brimbank,Western
6068,3,h,668000.0,12/11/2016,13.5,3.0,1.0,2.0,697.0,,1970.0,Brimbank,Western
6069,3,h,485000.0,12/11/2016,13.5,3.0,4.0,2.0,482.0,166.0,1955.0,Brimbank,Western
6070,4,h,510000.0,13/08/2016,13.5,4.0,1.0,1.0,672.0,151.0,1970.0,Brimbank,Western
6071,3,h,665000.0,14/05/2016,13.5,3.0,3.0,2.0,699.0,,,Brimbank,Western
6072,3,h,500000.0,14/05/2016,13.5,3.0,1.0,1.0,541.0,133.0,1970.0,Brimbank,Western
6073,3,h,825000.0,15/10/2016,13.5,3.0,1.0,0.0,792.0,,,Brimbank,Western
6074,3,h,480000.0,16/04/2016,13.5,3.0,1.0,2.0,696.0,148.0,1960.0,Brimbank,Western
6075,3,h,544500.0,16/04/2016,13.5,4.0,2.0,2.0,696.0,,,Brimbank,Western
6076,4,h,621000.0,16/07/2016,13.5,3.0,1.0,1.0,700.0,130.0,1950.0,Brimbank,Western
6077,3,h,575000.0,17/09/2016,13.5,3.0,1.0,2.0,686.0,,,Brimbank,Western
6078,3,h,650000.0,18/03/2017,13.5,3.0,1.0,3.0,612.0,,1970.0,Brimbank,Western
6079,3,h,593000.0,18/03/2017,13.5,3.0,1.0,1.0,534.0,,,Brimbank,Western
6080,3,h,690000.0,18/03/2017,13.5,3.0,1.0,0.0,540.0,121.0,1967.0,Brimbank,Western
6081,3,h,625000.0,18/03/2017,13.5,3.0,1.0,2.0,650.0,,,Brimbank,Western
6082,3,h,660000.0,18/03/2017,13.5,3.0,1.0,4.0,700.0,,,Brimbank,Western
6083,3,h,472500.0,18/06/2016,13.5,3.0,1.0,1.0,586.0,,,Brimbank,Western
6084,3,h,547500.0,18/06/2016,13.5,3.0,1.0,2.0,603.0,131.0,1950.0,Brimbank,Western
6085,3,h,590000.0,18/06/2016,13.5,3.0,2.0,4.0,697.0,,,Brimbank,Western
6086,1,h,280000.0,19/11/2016,13.5,1.0,1.0,2.0,0.0,45.0,2009.0,Brimbank,Western
6087,3,h,555000.0,22/08/2016,13.5,3.0,1.0,1.0,836.0,106.0,1975.0,Brimbank,Western
6088,3,h,587000.0,22/08/2016,13.5,3.0,1.0,1.0,694.0,,,Brimbank,Western
6089,3,h,600000.0,22/08/2016,13.5,3.0,2.0,2.0,579.0,156.0,1999.0,Brimbank,Western
6090,3,h,622500.0,24/09/2016,13.5,3.0,1.0,1.0,534.0,131.0,1970.0,Brimbank,Western
6091,2,u,350000.0,24/09/2016,13.5,2.0,1.0,1.0,235.0,80.0,1990.0,Brimbank,Western
6092,4,h,657000.0,25/02/2017,13.5,4.0,2.0,4.0,651.0,178.0,1975.0,Brimbank,Western
6093,3,h,795000.0,25/02/2017,13.5,3.0,1.0,2.0,739.0,,,Brimbank,Western
6094,3,h,682000.0,26/07/2016,13.5,3.0,1.0,1.0,694.0,155.0,1960.0,Brimbank,Western
6095,3,h,520000.0,27/06/2016,13.5,3.0,1.0,2.0,691.0,170.0,1960.0,Brimbank,Western
6096,3,h,470000.0,27/06/2016,13.5,3.0,1.0,1.0,591.0,103.0,1971.0,Brimbank,Western
6097,3,h,586000.0,27/06/2016,13.5,3.0,1.0,1.0,701.0,120.0,1960.0,Brimbank,Western
6098,3,h,305000.0,27/06/2016,13.5,3.0,1.0,2.0,367.0,114.0,1970.0,Brimbank,Western
6099,4,h,705000.0,27/11/2016,13.5,4.0,2.0,4.0,759.0,198.0,1975.0,Brimbank,Western
6100,3,h,486000.0,27/11/2016,13.5,3.0,1.0,2.0,539.0,,,Brimbank,Western
6101,4,h,645000.0,27/11/2016,13.5,4.0,2.0,3.0,616.0,215.0,1970.0,Brimbank,Western
6102,3,h,530000.0,27/11/2016,13.5,3.0,1.0,1.0,623.0,,,Brimbank,Western
6103,3,h,500000.0,27/11/2016,13.5,3.0,1.0,2.0,627.0,109.0,1970.0,Brimbank,Western
6104,3,t,510000.0,28/05/2016,13.5,3.0,2.0,1.0,333.0,141.0,2012.0,Brimbank,Western
6105,5,h,715000.0,28/08/2016,13.5,4.0,2.0,2.0,654.0,,,Brimbank,Western
6106,3,h,545000.0,28/08/2016,13.5,3.0,1.0,2.0,512.0,,,Brimbank,Western
6107,3,h,750500.0,28/08/2016,13.5,3.0,2.0,6.0,805.0,181.0,1995.0,Brimbank,Western
6108,3,h,451000.0,30/07/2016,13.5,3.0,1.0,6.0,655.0,146.0,1978.0,Brimbank,Western
6109,4,h,2440000.0,3/09/2016,11.2,4.0,3.0,2.0,596.0,264.0,1930.0,Boroondara,Southern
6110,3,t,1110000.0,3/09/2016,11.2,4.0,2.0,2.0,401.0,129.0,1970.0,Whitehorse,Southern
6111,4,h,2128000.0,3/09/2016,11.2,4.0,3.0,2.0,771.0,312.0,2000.0,Boroondara,Southern
6112,3,h,2009000.0,3/09/2016,11.2,3.0,1.0,2.0,843.0,,,Boroondara,Southern
6113,5,h,2200000.0,3/09/2016,11.2,5.0,3.0,2.0,735.0,235.0,1920.0,Boroondara,Southern
6114,3,t,1330500.0,3/12/2016,11.2,3.0,2.0,2.0,226.0,,2004.0,Boroondara,Southern
6115,3,t,1325000.0,3/12/2016,11.2,3.0,2.0,1.0,302.0,,,Whitehorse,Southern
6116,3,u,930000.0,4/02/2016,11.2,3.0,2.0,2.0,252.0,,1992.0,Whitehorse,Southern
6117,2,u,640000.0,4/03/2017,11.2,2.0,1.0,1.0,0.0,76.0,1970.0,Whitehorse,Southern
6118,2,u,745000.0,4/03/2017,11.2,2.0,1.0,1.0,161.0,,,Whitehorse,Southern
6119,3,h,2100000.0,4/06/2016,11.2,3.0,2.0,2.0,1255.0,,,Whitehorse,Southern
6120,3,h,1700000.0,4/06/2016,11.2,3.0,1.0,1.0,763.0,180.0,1930.0,Boroondara,Southern
6121,4,h,2500000.0,6/08/2016,11.2,4.0,2.0,2.0,783.0,256.0,1920.0,Boroondara,Southern
6122,3,h,1910000.0,6/08/2016,11.2,3.0,2.0,1.0,404.0,,,Boroondara,Southern
6123,2,h,1018000.0,6/08/2016,11.2,3.0,1.0,2.0,391.0,15.0,,Whitehorse,Southern
6124,4,h,2200000.0,7/05/2016,11.2,4.0,2.0,2.0,734.0,272.0,1920.0,Boroondara,Southern
6125,3,u,736000.0,7/05/2016,11.2,3.0,1.0,2.0,195.0,,,Whitehorse,Southern
6126,2,u,770000.0,7/11/2016,11.2,2.0,1.0,1.0,156.0,,1960.0,Boroondara,Southern
6127,4,h,2345000.0,7/11/2016,11.2,4.0,2.0,2.0,798.0,,,Boroondara,Southern
6128,4,h,2860000.0,7/11/2016,11.2,4.0,2.0,2.0,779.0,264.0,2014.0,Boroondara,Southern
6129,4,h,1530000.0,8/10/2016,11.2,4.0,2.0,2.0,486.0,,1890.0,Whitehorse,Southern
6130,4,h,1930000.0,8/10/2016,11.2,4.0,2.0,2.0,867.0,218.0,1950.0,Whitehorse,Southern
6131,4,h,1812500.0,8/10/2016,11.2,4.0,2.0,2.0,715.0,230.0,1920.0,Whitehorse,Southern
6132,2,u,760000.0,8/10/2016,11.2,2.0,1.0,1.0,681.0,80.0,1968.0,Boroondara,Southern
6133,4,h,1300000.0,10/09/2016,11.2,4.0,2.0,2.0,809.0,198.0,1950.0,Whitehorse,Southern
6134,3,h,1864000.0,10/09/2016,11.2,2.0,2.0,1.0,405.0,,,Boroondara,Southern
6135,3,h,2200000.0,10/09/2016,11.2,3.0,2.0,4.0,816.0,,,Boroondara,Southern
6136,3,h,1960000.0,10/12/2016,11.2,3.0,2.0,2.0,585.0,173.0,1930.0,Boroondara,Southern
6137,2,h,680000.0,10/12/2016,11.2,2.0,1.0,1.0,387.0,,,Whitehorse,Southern
6138,4,h,1455000.0,10/12/2016,11.2,4.0,2.0,1.0,494.0,,,Boroondara,Southern
6139,5,h,2630000.0,10/12/2016,11.2,5.0,3.0,2.0,777.0,362.0,1925.0,Whitehorse,Southern
6140,3,u,880000.0,11/02/2017,11.2,3.0,1.0,2.0,217.0,110.0,1970.0,Whitehorse,Southern
6141,5,h,1650000.0,12/06/2016,11.2,5.0,5.0,2.0,693.0,,1930.0,Boroondara,Southern
6142,3,h,1755000.0,12/11/2016,11.2,3.0,2.0,2.0,808.0,159.0,1970.0,Whitehorse,Southern
6143,4,h,1700000.0,12/11/2016,11.2,4.0,1.0,1.0,579.0,143.0,1900.0,Boroondara,Southern
6144,2,u,805000.0,13/08/2016,11.2,2.0,1.0,2.0,297.0,,,Boroondara,Southern
6145,5,h,1975000.0,13/08/2016,11.2,5.0,2.0,2.0,641.0,286.0,2001.0,Whitehorse,Southern
6146,2,u,610000.0,15/10/2016,11.2,2.0,1.0,1.0,102.0,78.0,1970.0,Whitehorse,Southern
6147,4,h,2003000.0,15/10/2016,11.2,4.0,2.0,1.0,383.0,,1880.0,Boroondara,Southern
6148,2,u,831000.0,15/10/2016,11.2,2.0,1.0,1.0,982.0,,,Boroondara,Southern
6149,5,h,1350000.0,16/04/2016,11.2,3.0,2.0,2.0,677.0,,1948.0,Whitehorse,Southern
6150,2,u,550000.0,16/04/2016,11.2,2.0,1.0,1.0,174.0,,,Whitehorse,Southern
6151,4,h,1850000.0,16/04/2016,11.2,5.0,2.0,2.0,612.0,292.0,1970.0,Whitehorse,Southern
6152,4,h,2050000.0,16/04/2016,11.2,3.0,2.0,2.0,949.0,293.0,1910.0,Boroondara,Southern
6153,5,h,2100000.0,16/07/2016,11.2,5.0,2.0,2.0,1025.0,277.0,1915.0,Whitehorse,Southern
6154,3,h,1150000.0,17/09/2016,11.2,3.0,2.0,1.0,247.0,145.0,2005.0,Whitehorse,Southern
6155,2,u,823000.0,17/09/2016,11.2,2.0,1.0,2.0,165.0,,1970.0,Boroondara,Southern
6156,5,h,2100000.0,17/09/2016,11.2,5.0,4.0,3.0,827.0,,,Boroondara,Southern
6157,2,t,770500.0,17/09/2016,11.2,1.0,2.0,1.0,88.0,92.0,1997.0,Boroondara,Southern
6158,4,h,1250000.0,17/09/2016,11.2,3.0,2.0,2.0,457.0,,1930.0,Whitehorse,Southern
6159,2,u,600000.0,17/09/2016,11.2,2.0,1.0,1.0,101.0,105.0,1975.0,Boroondara,Southern
6160,4,h,2060000.0,18/03/2017,11.2,4.0,2.0,2.0,745.0,,,Whitehorse,Southern
6161,4,h,1750000.0,18/03/2017,11.2,4.0,2.0,3.0,817.0,,,Boroondara,Southern
6162,4,h,1725000.0,18/06/2016,11.2,3.0,2.0,2.0,798.0,,,Boroondara,Southern
6163,2,u,620000.0,19/11/2016,11.2,2.0,1.0,1.0,96.0,,,Boroondara,Southern
6164,2,u,562500.0,19/11/2016,11.2,2.0,1.0,0.0,0.0,,1950.0,Boroondara,Southern
6165,4,h,1850000.0,22/05/2016,11.2,3.0,2.0,2.0,632.0,,,Boroondara,Southern
6166,4,h,2125000.0,22/05/2016,11.2,4.0,2.0,2.0,702.0,239.0,1927.0,Boroondara,Southern
6167,2,u,656000.0,22/05/2016,11.2,1.0,1.0,1.0,951.0,76.0,1970.0,Boroondara,Southern
6168,4,h,1650000.0,22/05/2016,11.2,2.0,1.0,0.0,437.0,,1890.0,Whitehorse,Southern
6169,5,h,1518000.0,23/04/2016,11.2,5.0,2.0,1.0,632.0,231.0,1950.0,Whitehorse,Southern
6170,3,h,1560000.0,24/09/2016,11.2,0.0,2.0,1.0,335.0,209.0,2013.0,Boroondara,Southern
6171,3,h,1185000.0,25/02/2017,11.2,3.0,2.0,2.0,267.0,,2000.0,Whitehorse,Southern
6172,3,t,865000.0,25/02/2017,11.2,3.0,1.0,1.0,217.0,101.0,1970.0,Whitehorse,Southern
6173,3,h,1135000.0,25/02/2017,11.2,3.0,1.0,2.0,414.0,,,Whitehorse,Southern
6174,4,h,2160000.0,25/02/2017,11.2,4.0,3.0,4.0,1064.0,236.0,1969.0,Whitehorse,Southern
6175,2,u,899000.0,25/02/2017,11.2,2.0,1.0,1.0,226.0,,1980.0,Whitehorse,Southern
6176,6,h,2000000.0,26/07/2016,11.2,6.0,3.0,4.0,650.0,,1997.0,Whitehorse,Southern
6177,3,h,2300000.0,27/06/2016,11.2,3.0,2.0,1.0,735.0,219.0,1920.0,Boroondara,Southern
6178,2,u,520000.0,27/06/2016,11.2,2.0,1.0,1.0,0.0,,,Boroondara,Southern
6179,5,h,2450000.0,27/06/2016,11.2,5.0,4.0,2.0,1076.0,,,Boroondara,Southern
6180,2,u,600000.0,27/11/2016,11.2,2.0,1.0,2.0,124.0,80.0,1985.0,Boroondara,Southern
6181,3,h,2180000.0,27/11/2016,11.2,3.0,1.0,2.0,441.0,128.0,1910.0,Boroondara,Southern
6182,4,h,2760000.0,27/11/2016,11.2,4.0,2.0,4.0,924.0,,1920.0,Boroondara,Southern
6183,2,u,813000.0,28/01/2016,11.2,2.0,1.0,2.0,108.0,,,Whitehorse,Southern
6184,3,h,1205000.0,28/01/2016,11.2,3.0,1.0,2.0,490.0,,,Whitehorse,Southern
6185,3,h,1251000.0,28/05/2016,11.2,4.0,2.0,1.0,536.0,211.0,1930.0,Boroondara,Southern
6186,6,h,1650000.0,28/05/2016,11.2,4.0,3.0,2.0,713.0,295.0,1928.0,Whitehorse,Southern
6187,2,h,600000.0,28/05/2016,11.2,2.0,1.0,1.0,163.0,,,Boroondara,Southern
6188,4,h,1835000.0,28/05/2016,11.2,4.0,2.0,2.0,619.0,185.0,1930.0,Boroondara,Southern
6189,2,u,778500.0,28/05/2016,11.2,2.0,1.0,1.0,170.0,78.0,1960.0,Boroondara,Southern
6190,4,h,1751000.0,28/08/2016,11.2,3.0,1.0,3.0,627.0,,,Boroondara,Southern
6191,2,u,694000.0,28/08/2016,11.2,3.0,1.0,1.0,0.0,,,Boroondara,Southern
6192,3,h,1150000.0,3/09/2016,13.8,4.0,2.0,2.0,649.0,,,Manningham,Eastern
6193,4,h,1201000.0,3/09/2016,13.8,4.0,2.0,2.0,657.0,221.0,1978.0,Manningham,Eastern
6194,4,h,1165000.0,3/12/2016,13.8,4.0,2.0,4.0,673.0,170.0,1972.0,Manningham,Eastern
6195,3,h,1098000.0,3/12/2016,13.8,3.0,2.0,1.0,649.0,167.0,,Manningham,Eastern
6196,3,h,742500.0,3/12/2016,13.8,3.0,1.0,2.0,313.0,128.0,1980.0,Manningham,Eastern
6197,5,h,1050000.0,4/03/2017,13.8,5.0,3.0,2.0,728.0,,,Manningham,Eastern
6198,4,h,1257000.0,4/03/2017,13.8,4.0,3.0,2.0,706.0,,,Manningham,Eastern
6199,3,h,1101000.0,4/06/2016,13.8,3.0,2.0,2.0,643.0,135.0,1965.0,Manningham,Eastern
6200,3,u,641000.0,4/06/2016,13.8,3.0,1.0,2.0,349.0,,,Manningham,Eastern
6201,8,h,1150000.0,4/06/2016,13.8,6.0,4.0,3.0,668.0,,,Manningham,Eastern
6202,3,h,1200000.0,6/08/2016,13.8,3.0,1.0,2.0,730.0,155.0,1960.0,Manningham,Eastern
6203,4,h,990000.0,6/08/2016,13.8,4.0,2.0,2.0,652.0,189.0,1973.0,Manningham,Eastern
6204,4,h,1500000.0,7/05/2016,13.8,4.0,2.0,2.0,420.0,255.0,2013.0,Manningham,Eastern
6205,3,h,1290000.0,7/11/2016,13.8,3.0,1.0,2.0,900.0,125.0,1960.0,Manningham,Eastern
6206,4,h,790000.0,8/10/2016,13.8,4.0,2.0,5.0,671.0,180.0,1970.0,Manningham,Eastern
6207,5,h,950000.0,10/09/2016,13.8,5.0,3.0,2.0,700.0,220.0,1973.0,Manningham,Eastern
6208,4,h,1421000.0,10/09/2016,13.8,4.0,2.0,2.0,650.0,260.0,1980.0,Manningham,Eastern
6209,3,h,1051000.0,10/12/2016,13.8,3.0,2.0,1.0,962.0,142.0,1970.0,Manningham,Eastern
6210,3,h,1065000.0,10/12/2016,13.8,3.0,1.0,2.0,664.0,,,Manningham,Eastern
6211,4,h,1120000.0,10/12/2016,13.8,4.0,2.0,2.0,636.0,,,Manningham,Eastern
6212,5,h,1710000.0,11/03/2017,13.8,5.0,2.0,2.0,666.0,355.0,1980.0,Manningham,Eastern
6213,4,h,1280000.0,12/11/2016,13.8,4.0,2.0,2.0,681.0,158.0,1970.0,Manningham,Eastern
6214,5,h,750000.0,12/11/2016,13.8,5.0,3.0,4.0,800.0,335.0,2006.0,Manningham,Eastern
6215,4,h,1000000.0,13/08/2016,13.8,4.0,3.0,2.0,728.0,164.0,1970.0,Manningham,Eastern
6216,2,t,678000.0,15/10/2016,13.8,2.0,1.0,1.0,340.0,90.0,1980.0,Manningham,Eastern
6217,3,h,1010000.0,16/04/2016,13.8,3.0,2.0,2.0,751.0,175.0,1968.0,Manningham,Eastern
6218,4,h,1325000.0,17/09/2016,13.8,4.0,3.0,2.0,740.0,,,Manningham,Eastern
6219,3,h,1210000.0,18/03/2017,13.8,3.0,1.0,1.0,794.0,134.0,1960.0,Manningham,Eastern
6220,3,t,766000.0,18/03/2017,13.8,3.0,1.0,1.0,226.0,,,Manningham,Eastern
6221,3,h,982000.0,18/06/2016,13.8,4.0,2.0,2.0,652.0,,,Manningham,Eastern
6222,4,h,945000.0,18/06/2016,13.8,4.0,2.0,2.0,675.0,181.0,1985.0,Manningham,Eastern
6223,3,u,725000.0,18/06/2016,13.8,3.0,1.0,1.0,465.0,105.0,1975.0,Manningham,Eastern
6224,4,h,975000.0,19/11/2016,13.8,4.0,2.0,2.0,953.0,,,Manningham,Eastern
6225,3,h,1211000.0,19/11/2016,13.8,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham,Eastern
6226,4,h,1100000.0,19/11/2016,13.8,4.0,2.0,4.0,654.0,199.0,1970.0,Manningham,Eastern
6227,3,h,1155000.0,22/05/2016,13.8,3.0,1.0,1.0,770.0,,,Manningham,Eastern
6228,4,h,920000.0,22/08/2016,13.8,4.0,2.0,2.0,678.0,,1980.0,Manningham,Eastern
6229,3,h,940000.0,23/04/2016,13.8,3.0,1.0,1.0,661.0,,,Manningham,Eastern
6230,3,h,1053000.0,24/09/2016,13.8,3.0,1.0,1.0,726.0,,1960.0,Manningham,Eastern
6231,3,h,1002000.0,24/09/2016,13.8,3.0,1.0,2.0,799.0,174.0,1960.0,Manningham,Eastern
6232,3,u,755000.0,25/02/2017,13.8,3.0,1.0,2.0,265.0,,1980.0,Manningham,Eastern
6233,4,h,1209000.0,26/07/2016,13.8,4.0,2.0,2.0,770.0,160.0,1965.0,Manningham,Eastern
6234,5,h,2080000.0,26/07/2016,13.8,5.0,4.0,2.0,646.0,360.0,2016.0,Manningham,Eastern
6235,3,h,1050000.0,27/06/2016,13.8,3.0,1.0,2.0,727.0,,1960.0,Manningham,Eastern
6236,4,h,1118000.0,27/06/2016,13.8,4.0,2.0,2.0,705.0,195.0,1970.0,Manningham,Eastern
6237,4,h,1070000.0,27/06/2016,13.8,4.0,2.0,2.0,637.0,,,Manningham,Eastern
6238,4,h,903000.0,27/06/2016,13.8,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham,Eastern
6239,3,h,1220000.0,27/11/2016,13.8,3.0,1.0,2.0,720.0,133.0,1960.0,Manningham,Eastern
6240,4,h,1222000.0,27/11/2016,13.8,4.0,2.0,4.0,732.0,,,Manningham,Eastern
6241,3,h,2025000.0,27/11/2016,13.8,3.0,1.0,2.0,796.0,,,Manningham,Eastern
6242,4,h,1650000.0,27/11/2016,13.8,4.0,2.0,2.0,673.0,280.0,2005.0,Manningham,Eastern
6243,4,h,1182500.0,27/11/2016,13.8,4.0,2.0,2.0,650.0,150.0,1975.0,Manningham,Eastern
6244,4,h,1020000.0,27/11/2016,13.8,4.0,2.0,2.0,652.0,145.0,1965.0,Manningham,Eastern
6245,3,h,838000.0,28/05/2016,13.8,3.0,2.0,1.0,467.0,180.0,,Manningham,Eastern
6246,3,h,650000.0,28/05/2016,13.8,3.0,1.0,2.0,327.0,120.0,1975.0,Manningham,Eastern
6247,4,h,870000.0,28/05/2016,13.8,4.0,1.0,2.0,826.0,,1960.0,Manningham,Eastern
6248,3,h,1509000.0,28/05/2016,13.8,3.0,2.0,2.0,812.0,158.0,1960.0,Manningham,Eastern
6249,4,h,1358500.0,28/08/2016,13.8,4.0,2.0,2.0,742.0,,,Manningham,Eastern
6250,3,u,510000.0,3/09/2016,6.5,3.0,1.0,1.0,0.0,,,Darebin,Northern
6251,2,u,470000.0,3/12/2016,6.5,2.0,1.0,1.0,0.0,,1970.0,Darebin,Northern
6252,2,u,435000.0,3/12/2016,6.5,2.0,1.0,1.0,1054.0,,,Darebin,Northern
6253,1,u,517500.0,3/12/2016,6.5,1.0,1.0,0.0,0.0,53.0,1910.0,Darebin,Northern
6254,1,u,370000.0,3/12/2016,6.5,1.0,1.0,1.0,0.0,62.0,1999.0,Darebin,Northern
